text,is_spam,sentiment
sangat membantu . pemesnnya cepat dn praktis,False,very_positive
"aplikasinya sangat bagus, sangat membantu untuk memesan goridegocar dan bisa memesan makanan dan obat-obat",False,very_positive
sudah pake gojek sejak masa kuliah 20162017.,False,neutral
ini aplikasi gojek lambat banget saat mencari draifer malah kelaparan inimah,False,negative
"mohon maaf kenapa semakin hari pesan go food , semakin lama.nunggu dapat driver, padahal resto sudah konfirmasi pesanan begitu saya order, mohon tingkatkan pelayanan dong , jangan kalah dengan aplikasi sebelah. kalau untuk layanan selain go food gojek dapat diandalkan,tapi saat saat ini untuk layanan go food maaf penilaian semakin jelek.lama mendapatkan pengemudi",False,very_negative
"bagus up 200ribu tapi tidak masuk , anjayy ilang uang guee",False,neutral
"mo mobil ato motor.semua saya nyaman,, untuk waktu tepat, dan kalau untuk plat yang tidak sesuai dengan yang di aplikasi, itu drivernya kasih tau dan penjelasan dengan baik, sopan.kemarin saya dapat yang tidak sama. dengan tegas dan sopan baik drivernya kasih tau maaf mbak plat tidak sesuai karena br di service,, pdhal saya sendiri lom nanya,, untuk etika di jalan sangat bagus, dan untuk servicenya saat perjalanan baik dan hati2. dengan gojek bisa effisien semua. dan dengan gojek saya bisa dapat kemudahan. terima kasih gojek",False,very_positive
cukup membantu. tlg tarifnya diturunkan!,False,positive
"dari awal pake gojek, lebih lengkap dan bnyk prmonya. tidak susah juga saat menggunakan nya.",False,negative
"sejauh ini fiturnya bagus,mohon tingkatkan lagi akurasi gps nya",False,positive
masih perlu di tingkatkan,False,neutral
aneh. setiap hari notifiksi sllu ngsih gopinjam tapi pas daftar belum waktunya terus. embuh ah.,False,neutral
"kk,go massage tidak ada lagi kah?",False,negative
bagus sihh harus ikut pakai aplikasi ini untuk kemana dan pesan makanan juga bisa. apalagi mau kirim paket serba aman.,False,positive
"sangat membantu dikala mager untuk memasak atau pergi beli makannan , promosi dibanyak kan biar dapat bintang 10",False,very_positive
"tolong jangan seenaknya saja yaa menaikan tarif harga,biasanya kalau saya ke tempat saya tuju itu 17.00 skarang malah naik jadi 20.00,tolong turunkan lagi apalagi buat anak anak pelajar atau sekolah",False,neutral
paylater saya dibekukan cuma karena saya sebulan tidak pakai limit.apakah limit itu harus sllu digunakan untuk ngutang sllu ? kan yang benar itu limit digunakan ketika butuh.klu blum butuh dipakai cuma nambah beban hutang saja dong.hadeh.ydh silahkan blokir paylater saya klu mmg kalian ingin ditinggalkan nasabah .,False,negative
"ketemunya pengemudi yang tidak ramah galak mlulu, marah2 kemurahan padahal yang tentuin harga dari officenya bukan customer, marah2 tidak sesuai titik, tidak ramah ke customer, dan kl pesan makanan tidak ada kembalian",False,very_negative
puas banget disaat waktu kaya gini .pandemi gini cuma gojek yang cepet pelayanan nya .untuk upgrade ke plusnya pun dari aplikasi lain masih paling terbaik dah ini,False,positive
belakangan ini sering susah bnget dpet pengemudi,False,negative
"kurang update,bugs makin kesini makin tidak bagus,jaringan saya bagus,cm aplikasi kamu saja tidak beres updatenya,perbaiki saldo gopay saya masih ada",False,very_negative
"over all sudah bagus semua, cuma masukan saja, kalau bisa paylaternya bisa untuk gomart atau goshop juga. jadi makin mantep",False,positive
"hallo gojek, saya telah melakukan pembayaran gopay later dengan menggunakan gopay pada jam 10.14 pagi ini pada hari senin 02 oktober 2023, tetapi saya tetap mendapatkan penagihan melalui telepon dan email. setelah melakukan pembayaran berhasil ada tombol upgrade fitur gopay later di halaman gopay later, tetapi akun saya terblokir secara tiba tiba. mohon konfirmasinya dan kejelasan terkait kendala yang saya alami. terimakasih",False,neutral
promosi go food nya bagus. tapi barang nya habis terus,False,positive
bermanfaat sekali untuk transportasi dan pesan pesan makanan.,False,positive
sungguh sangat membantu kami2 yang butuh transportasi murah dan cepat u sampai si tempat kerja.,False,very_positive
"cukup bagus, hanya saya suka menemukan no mobil tidak sesuai dengan yang terdaftar. dan byk gocar yang minta di cencel dengan alasan kejauhan, dan pengemudi minta customer yang meng cencel sdangkan kalau customer yang cencel akan kesusahan dapat gocar pengganti karena tercatat pernah mengcencel pesanan padahal permintaan driver.",False,positive
aplikasi yang sangat membantu aku jika lagi dalam keadaan mau pergi pergi,False,very_positive
sangat membantu ketika jauh dri kota,False,very_positive
"apk sudah bagus dan membantu cuman pesan gocar ngeleg tidak menemukan driver, tiba-tiba sudah masuk 2 pesenan gocar, mohon lebih dioptimalkan lagi",False,positive
saat saya pesan gojek dan langsung mendapat driver.saat itu aplikasi saya tiba tiba trobel dan saya memutuskan untuk cencel karena kasihan nanti nyari lokasi jemputnya susah.tetapi yang saya dapatkan kemarahan dari pak drivernya.padahal saya sudah meminta maaf,False,negative
"hp abis diinstal ulang,download lagi,eh giliran mau msk tidak bisa,alasan email sudah terdaftar,,apa ya harus bikin email trs buat daftar?dimana email cukup satu buat 1aplikasi gojek apk aneh banget",False,negative
"sudah 2x saldo saya dipotong otomatis ,kenapa tidak ada minta persetujuan padahal saya tidak ingin berlangganan lagi apalagi tagihannya lebih mahal daripada awal saya berlangganan",False,very_negative
"3 dulu saja lah, iyaa walau belum pernah pakai sekali pun. mohon dong agar lebih cepat proses upgrade-nya",False,positive
"boss. pengemudi sekarang banyak pake tuyul lagi nyedot pesanan sampe bebas sortir dan suspend. info saja ini, kasian pengemudi lain apalagi yang punya cicilan. cek sistem berkala boss",False,neutral
tlong di kurangin biaya admin sekarang gede banget,False,neutral
tolong di kabulkan.harus bisa hapus atau tarik pesan kalau pas salah ketik atau salah kirim pesan. harus bisa harus pesan di fitur go chat yang sudah tidak berlaku. pliis,False,negative
promonya gofood harus banget ya pake creditdebit bank semua? terus apa gunanya gopay,False,neutral
pesan saya dicancel terus,False,neutral
bintang 1 dulu padahal sudah upgrade ke plus eh malah pas insentif sudh turun kenapa masih proses dalam pe upgrade an jadi gabisa tranfer ke atm . terima kasih min,False,neutral
"saya selalu salah pin saat melakukan bagus up game melalui codashop dan bayar melalui gopay, padahal pin yang saya masukan sudah jelas-jelas benar pin nya itu.",False,very_positive
"tolong buat kebijakaan yang benar, masa pesan traktir untuk pengemudi tapi makanan di ambil cs tolong dong di tindak lanjuti costumer yang nakal nakal ini dan suka mengakali yang ada",False,positive
aplikasi dengan layanan yang nyusahin orang lain. sudah 2x saya ketinggalan kereta terakhir saya akhirnya saya harus nginep diluar stasiun pakai layanan go transit. sudah ke 2xnya ketika kereta terakhir datang tiketnya tidak keluar. untuk bayarnya lancar. kecewa banget sumpah gangerti lagi. sudah saldo terakhir terakhirnya tinggal 3 ribu buat sampe kerumah. jaringan ? jaringan saya lancar dan gaada masalah kalau jaringan lancarvkenapa status masih menunggu ? mana barcode kereta saya juga blum muncul itu h,False,neutral
"suka pakai gopay, karena hampir semua pembayaran bisa bayar pakai gopay, apalagi sekarang terintegrasi dengan bank jago, bayar sesuatu bisa langsung didebit dari kantong jago tanpa perlu bagus up, kalaupun mau bagus up saldo juga gratis dari bank jago. sukses selalu gopay kali gojek.",False,very_positive
"saya merasa kecewa ini sama gojek, saya kehilangan nomor telpon tapi prosesnya di persulit untuk pergantian nomor telpon, customer service bilang bisa tapi sampai sekarang tidak bisa plin plan ini informasi yang diberikan customer service tolong jangan memainkan pelanggan dong dear gojek. terima kasih",False,very_negative
"awalnya pasang grab karena lambat sehabis update, lalu saya psg gojek ternyata lbh cepat jika kita pesan go ride. tetapi kalau ke go food kenapa bermasalah ya. terus trg pernah bisa pesan nasduk di go food sekali2nya. setelah itu jika mau pesan makanan selalu susah setelah klik menu makanan pasti yang muncul layanan gojek terhenti piye tho! awalnya saya kira provider saya yang bermasalah smp ganti provider internet dengan yang lbh luas jangkauannya dengan kuota yang terbilang cukup besar tetap sj jawabannya sama",False,very_negative
saya mau ngeluh ini. setiap gosendgofood suka ada tanya ulang2 tidak cukup 1 x. jadi bikin ribet tolong di perbaiki sistem gps y biar tidak menyusakan pengemudi costmer,False,very_negative
"bisa bantu saat darurat,",False,neutral
drivernya terkadang pilih pilih penumpang dan posisi strategis tolong d tentukan untuk para pengemudi agar mudah dan cepat mendapatkan penumpang. agar semua rata,False,positive
saya beri rating 3 dikarenakan ada biaya jasa aplikasi yang membuat harus mengeluarkan uang lagi,False,neutral
"mau bayar gopaylater pas klik bayar ngblank. otomatis tidak bisa bayar. ujung2nya kena denda. ini yang salah apk, tapi dibebankan ke pelanggan",False,negative
kenapa lokasi saya tidak terdeteksi padahal lokasi sudah tak nyalakan,False,negative
pak saya gabisa premium akun soalnya gapunya ktp lain kali kasi opsi buat kk soalnya saya gabisa tf ke temen,False,neutral
"ada perubahan yang cukup signifikan, semakin bagus pelayanannya. tingkatkan terus",False,positive
buat pusat bantuan jadikan kita sebagai customer bisa chat dengan cs dong jangan cuma satu kali pesan ilang gbisa nanya nanya keluhan. ada kendala sama pesanan gofood kita kesusahan ini mh malah suruh chat sama robot tidak membantu sama sekali,False,very_negative
memang baik aplikasi gojek sangat membantu yang kecil apa pun jadi mudah dan cepat terima kasih pt anak bangsa indonesi semoga aplikasi ini bertahan lebih lambat karena sangat membantu,False,very_positive
"alhamdulillah dengan adanya transportasi gojek online sangat bermanfaat sekali untuk perjalan yang darurat . cara pakai mudah , harga murah pelayanannya luar biasa.",False,very_positive
paraah sih waktu di butuhkan susah banget buka aplikasi nya lemoot muter2 terus padahal apl yang lain lancar saja. worry kalau bagus up banyak2.,False,positive
sangat membantu sekali dalam bertransaksi aman dan terpercaya prosesnya cepat pokoknya bagus bangat buat semuanya,False,very_positive
menyenangkan banyak promosi,False,positive
"terus berkembang dan memaksimal kinerja untuk kita semua , tetap memakai aplikasi yang terbaik",False,positive
"sangat membantu kebutuhan sehari2 untuk transportasi dan urusan perut hehehe semoga saya cepat dapet akses gopaylater atau gopinjam agar semakin puas dengan gojek, apalagi saya cukup sering menggunakan nya tapi sampai detik ini belum kebuka 2 akses tersebut",False,very_positive
mudah dan banyak promonya,False,positive
"aplikasi sudah bagus, tapi sekarang pengemudi gocar sering batal pesanan ya apalagi pas hari libur, apa karena jaraknya dekat dan murah, saya jadi pakai aplikasi lain lancar saja drivernya",False,positive
biaya penanganan nya mohon di perbaiki . kadang lebih besar kadang sesuai .,False,negative
"bagus tapi kalau bisa jenis, type dan warna kendaran dicantumkan agar konsumen bisa cepat melihat drivernya, trims",False,positive
"padahal sudah login , sudah sering go dood juga, ko ini pas mau buka tidak bisa ya haarus login ulang, giliran mau login ulang tidak bisa juga",False,negative
"sangat membantu, pokoknya bagus dah. tingkatkan terus gan.",False,very_positive
terimakasih go jek karena sudah memudahkan saya jika ingin bepergian kemana2 dan memudahkan dalam belanja dan mengirim barang dan tentunya dengan ada nya go pay plus dapat memudahkan dalama melakukan pembayaran baik ke drivernya atau jika sedang belanja di minimarket seperti alfamart dan alafamidi dan juga ada banyak promosi menarik lainnya,False,positive
"tolong tambahkan pin atau label pada tampilan maps pada aplikasi seperti google maps, agar memudahkan transaksi",False,neutral
lebih cpet datang kebtpat t7an,False,neutral
"kenapa setiap kali buka go food selalu ada tulisan aktifkan layanan lokasi, padahal sudah mengikuti semua prosedurnya dan semuanya memang sudah aktif tapi tetap saja seperti itu. padahal sudah berulang kali copt pasang aplikasi tapi tetap tidak bisa",False,negative
drivers nya bersikap sopan,False,positive
halo.saya mau menanyakan untuk promosi pengguna baru pesan go food 3x dapat saldo gopay 50.00 nya apa itu valid? kalau valid kenapa kenapa saya belum dapat saldo nya ya.mohon infonya terimakasih.,False,neutral
"gojek keren. adain di ntt juga ke pelosok2. terima kasih,, selama kegiatan d jogja, mau jalan ke mana2 tidak banyak mikir terutama soal ongkos. gojek bagus deh,, drivernya ramah2,, tingkatkan terus.",False,positive
mudah di pahami buat yang baru pake ni aplikasi,False,positive
"min, kenapa sekarang setiap buka aplikasi gojek selalu susah, bahkan hari ini saya tidak bisa buka sama sekali, tolong dong ditanggapi saya harus bagaimana. kalau memang sistem trouble tolong segera diperbaiki.",False,very_negative
aplikasinya bagus dan sangat membantu dalam proses daftar kartu prakerja,False,very_positive
"kenapa ya sekarang mlah makin buruk titik nya, mana jauh banget lagi dari titik jmput nya, sudah gitu pengemudi nya pada tidak mau nyamperin lagi, kalau lagi buru2 kan ribet ngapain pesan gojek kalau ttp jadi terlambat , mnding tidak usah ngsih promosi kalau jadi nya ngaco. ini ke tiga kali nya saya psen gojek titik jmput di toko andry pancing tapi pengemudi nya tidak jmput saya di titik jmput yang sehrsnya, bilang nya di map titik nya dsini d tmpat yang bukan titk jmputbu , tidak phm pengemudi nya yang pda tidak bisa bca map or apk nya yang buruk",False,very_negative
"ada apa dengan update apk yang baru ini,layanannya banyak dikurangi,cari tarik tunai tidak ada lagi,tolong penjelasannya",False,negative
kenapa fitur chat ilang? ini komunikasi nya bagaimana?,False,neutral
"menurut saya go-jek memudahkan saya untuk bertransaksi dengan instan tanpa perlu ke supermarket, dll. dan ketika saya berada di rumah saya tidak perlu lagi ke atm untuk mengisi saldo gopay apalagi pas covid19 tidak boleh kemana",False,negative
"sangat membantu saat saya butuh diantar,ada supir go-car yang mudah dicari. saat dingin hujan pingin makan tapi mager ada supir go-food setiap saat. terima kasih semoga makin terdepan dan terpercaya",False,very_positive
apk nya sangat bagus. sangat membantu dan bangga juga dengan kreasi anak bangsa,False,very_positive
"saya benar benar kecewa kali ini dengan gojek, kenapa tiba2 gopay saya terblokir, padahal saya juga menggunakan transaksi sewajarnya. menghubungi customer servicenya juga percuma. tidak ada solusi sama sekali. tolong lebih perhatian customer, saya juga sudah bertahun tahun menggunakan gojek tapi baru kali ini saya merasa benar-benar kecewa",False,very_negative
"wah kenapa sekarang gofood gabisa dobel voucer ya, padahal lumayan potongannya jadi banyak",False,neutral
"terima kasih kepada pihak gojek, dengan pelayanannya yang sangat baik, penyelasaian masalah yang cepat, dan tetap perduli dengan customer nya. aplikasi yang sangat membantu. semoga sukses selalu.",False,very_positive
bagus banget apk ini karena bisa memudahkan situasi the terbaik memang ni apk terima kasih ya sudah bantu aku gojek ini terbaik dah besstt banget kalian wajib download apk nya karena bagus banget bagus dah download sekarang ya,False,very_positive
mantap. terimakasih untuk ceo go jek karena sudah membuat aplikasi dan saya sangat merasa terbantu dengan adanya aplikasi ini maju dan berkah terus buat go jek ya,False,neutral
tidak bisa gunakan,False,negative
maaf saya kasih 3 bintang dulu soalnya telah di-update bukan tambah baik malah tambah buruk tolong dong diperbaiki kepada pihak go-jek aplikasinya untuk pengguna hp android untuk tunanetra kurang akses ketika mau chatting sama pengemudi tombol kirimnya tidak terbaca untuk scan reader membaca layar talkback tunanetra tombol kirimnya diketuk tidak ada yang ada hanya tombol kamera untuk tunanetra aplikasi gojek ini makin lambat tidak aksesibel,False,very_negative
"aplikasi jelek. baru juga batal sekali, sudah ada peringatan kebanyakan mencet tombol,, orang hp gua kaga ada tombol nya bgimana ini ? gua batal karena tidak dapat dapat, bukan nyepam, tolol !",False,very_negative
gojek sangat bagus dan dibutuhkan hanya saja aplikasi yang selalu minta di-update padahal memori kita sudah sisa sedikit. ada solusi kah?,False,very_positive
"kenapa ya padahal sudah di update tapi tetep tidak ada pilihan untuk otp via whatsapp nya,,padahal sebelum update masih ada pilihan untuk otp via whatsapp nya tapi sekarang sudah tidak muncul pilihan untuk otp via whatsapp nya tolong bantu pihak gojek agar bisa memunculkan pilihan untuk otp via whatsapp .terima kasih",False,negative
"aplikasi nya makin ribet sudah gitu pakai biaya aplikasi lagi 300k setiap kali pesan gofood trus sudah pakai bunga saja gopay nya makin ngeselin deh bukanya ngebantu malah ngebuntungi orang sudah gitu saya pernah pesan makanan namun tidak sampai sama saya makanan nya tapi tindakan aplikasi ini tidak ada, makanan hilang duit juga hilang",False,very_negative
baguslah cukup membantu,False,positive
"sudah mulai tidak ngotak tarifnya. gofood jarak 1,6km di jogja ongkir 50rb. padahal cuaca tidak hujan, resto juga bukan resto yang banyak pembeliantri yang sampai banyak .",False,very_negative
"dengan adanya aplikasi gojek selama ini cukup banyak membantu menguntungkan,, majulah karya anak bangsa. tetaplah terus berkarya dan berkembang. jangan pernah kalah dari tetangga sebelah.",False,neutral
"harusnya go-pay pengemudi go-pay konsumen selagi terdaftar menggunakan nomor hp yang sama, jangan dipisahkan. bagaimana mau menyaingimenguasai pembayaran nontunai indonesia, kalau sistem sering eror, semoga go-pay bisa seperti wechat menguasai sistem pembayaran nontunai tiongkok.",False,negative
kenapa layanan tarik tunai tidak bisa sih,False,negative
"gopaylater cicil masih bermasalah, yakni akses web dengan aplikasi belum sinkron, padahal lagi butuh hape baru.",False,negative
"kecewa sih, waktu belom dan sudah di update malah liat pesanan tidak bisa. tolong perbaiki lagi biar tidak mempersulit pesanan",False,very_negative
"dikit update, tolonglah ini yang punya gojek diperbaiki lagi kalok memang ada perbaruan yang jangka panjang sekalian. giliran mau pakai kesusahan, belum lagi memori terlalu besar yang digunain buat update, jadi ngehapus data atau apl yang penting lainya juga kn. makin hari aplnya kenapa makin buruk sistemnya.",False,negative
aplikasi gojak minta update terus pas di update tetep minta update terus. yaa saya unistall aplikasi gojek dan download lagi tapi tidak bisa k buka kuota terus k sedot tapi tidak bisa di pakai aplikasi gojek.,False,negative
"kurang bintangnya, masa saya chat pengemudi lewat aplikasi tidak bisa jadi susah buat ngehubungin drivernya tidak bisa nanya nanya tolong lah diperbaiki",False,very_negative
"sebenarnya aplikasinya bagus, cuma marketingnya saja yang seenaknya sendiri, enak2 ndengerin lagu pas you tube an, eh ada jo si cendikiawan, kan ngganggu mood saja kntl",False,positive
"sebenarnya sudah lumayan bagus. tapi saya sering banget di phpn driver. yaitu pick up customer tapi sudah 5 menit lebih pengemudi tidak sampai untuk menjemput, di chat pun tidak di respon. setelah nanya pengemudi lain,itu biasanya dia tidak mau pick up sengaja tidak mau ambil tapi tidak mau cancel. padahal kl ambil pun saya kasih tip lebih. kecewa itu saja sih",False,very_negative
"operator sampai titik lokasi cepat dan tujuan sesuai, pertahankan pelayananmu, good job",False,positive
"disuruh update, sudah di update pas mau pesan go food malah suruh aktifin lokasinya jelas sudah ada lokasinya gps juga on terus. tolong dong diperbaikin lagi. kalau tau mending gausah di update! kalau diupdate malah gabisa",False,positive
"kecewa lagi,, saya dapat voucer gofood trus saya pake deh pesan makanan dan ternyata makanan yang saya beli harganya tidak sesuai aplikasi dan hanya beda sedikit saja hanya 100 rupiah dan gara2 100 rupiah itu voucer tidak bisa digunakan dan saya harus membayar mahal dan ongkir pun jadi bayar tidak free hadeuuh bagaimana ini gojek bikin kecewa pelanggan, harusnya itu harga diaplikasi ya sesuai dong, saya beli juga karena saya lihat harga di aplikasi segitu kalau bukan harga segitu juga saya tidak jadi beli, ini saya jadi merasa terjebak",False,very_negative
notifikasi nya menyeseatkan.muncul notif ada paket yang mau di kirim ternyata tidak ada. cuman d suruh masuk menu go send. spam banget,False,negative
"pelayanan gofood nya jelek, ini kalau yang sudah kelaparan dijamin asam lambung langsung kumatt deh. konsep nya itu resto masak dulu baru dapet driver. tapi kenyataannya pengemudi sampe resto juga masih antri belum jadi makanannya. nunggu sejam lebihh busett. tidak kayak apk sebelah, dapet pengemudi dulu baru ke resto, jadi resto tau ada yang antri disitu didahuluin tidak lamaa. woilah",False,very_negative
"kenapa tidak bisa di batal sih, pengemudi 1 minta batal alasan kejauhan. sini terlanjur beli sendiri malah ganti pengemudi",False,very_negative
saya klik titik tujuan yang diinginkan eh malah setelah pengemudi terima pesanan saya malah jadi beda titik tujuannya semoga developer perbaiki lagi untuk pengemudi si ok,False,neutral
"sangat membantu, kalau bisa lebih efesien lagi, jadi ngk susah ordernya",False,positive
pokok e joss,False,neutral
"kenapa ya setelah pesan goride banyak image image dari gojek? padahal sudah saya hapus-hapus tpi masih ada trs setiap pesan goride, memori saya bisa penuh kalau begitu trs",False,neutral
"awalnya limit saya di findaya 1.2 jt pas upgrade malah jadi 500 ribu. bukan upgrade namanya gojeg tercinta. itu downgrade. menyesal banget pindah. padahal saya tidak pernah terlambat bayar tagihan. buat yang lain, jangan di updgrade ke go paylater baru. yang ada entar menyesal gojek. makin kesini, makin kesana. mendingan pake grab makin parah. pelanggan dari lama. dibikin kecewa.",False,very_negative
"semisalnya saya pesan nanti pengemudi nya itu bakalan terlambat,waktu itu terlambat nya sampe 2 jam ,jadi menurut saya rugi kalau isi express kalau nyatanya bakalan terlambat ,kita juga milih itu supaya cepet datang nya eh malah makin lambat jadi menurut saya kalau memang ada opsi express tolong beneran express ,bukan malah terlambat datanya ,saya sudah pernah merasakan nya dan perut saya juga sudah kelaparan saat saya menunggu makanan saya",False,very_negative
"sudah berjalan 2 minggu sejak saya menginstal aplikasi ini menggunakan fasilitas-fasilitas yang tersedia di dalamnya. sampai hari ini saya dilayani dengan baik, khususnya di kota cilacap jawa tengah tempat saya tinggal. belum ada kendala apapun yang diakibatkan oleh para driver, semuanya baik ramah serta disiplin",False,very_positive
tq ya. aplikasi nya bagus n direkomendasikan banget.gampang pesannya buat yang mageran seperti saya kalau malas panas2 keluar. sukses selalu.,False,positive
"kebetulan deket komplek kator ada go food festival selama 1 tahun. dapet cash back 30, jadi bener2 ngirit . sejauh ini pakek aplikasi ini cukup menguntungkan.",False,neutral
"bagus up gopay lambat bet dah. keterangan lagi ada kendala. tolong cek 2x24 jam. woi, biasanya aplikasi lain kalau ada masalah itu cuma 1x24 jam, ini malah 2x. bagus up gopay butuhnya sekarang, bukan 2 hari kemudian. orang ada keperluan mendesak, malah diperlambat.",False,neutral
"masa pengemudi belum ketemu penumpangnya tapi klik sudah bersama penumpang, saya terlambat 30 mnt karena tidak bisa ganti driver.",False,negative
yang dapat paylater kenapa ada biaya langganannya. seharusnya sebelum di pake kasi tau dulu kalau ada biayanya.,False,neutral
"pengiriman atau pengantaran cpt,drivernya selalu baik dan ramah, pokoknya the terbaik",False,very_positive
"gara gara versi android 5.0 5.1 tidak bisa lagi, jadi tidak narik lagi ! handphone yang satu lagi tidak bisa di pake gara gara lcd pecah , handphone cadangan malah tidak bisa padahal sebelumnya bisa kebanyakan upgrade malah nyusahin.",False,very_negative
aplikasinya sgt membantu. perbanyak promonya dan perpanjang masa promonya. smg makin jaya.,False,positive
"harga makanan terlalu mahal. ongkirnya terlalu mahal. kenapa harus ada biaya pemesanan,sedangkan harga makanan dan ongkirnya mahal. jadi malas order,lebih enak datang sendiri ke restonya tidak ada biaya pemesanan.",False,very_negative
"beri masukan saja ke orang pt.gojek indonesia kalau bisa applikasi pengemudi saat login memakai foto wajah,supaya pengemudi sesuai dengan applikasi dan plat motor kendaraan kalau bisa memakai foto juga ,supaya mudah saat mencari kendaraan pengemudi karena saya setiap pesan gojek,muka pengemudi dan plat kendaraan kebanyakan berbeda,dan saya menaikin sangat khawatir dan tidak nyaman semoga masukan ini bisa diterapkan dan membuat semua penumpang yang mengunakan jasa gojek bisa nyaman dan menghindari jual beli aku pengemudi",False,negative
"semoga go-point nya banyak pilihan yang bisa ditukerin kaya dulu lagi. semangat gojek, aplikasi yang sangat membantu kami para manusia mager wkwk becanda kenapa",False,very_positive
pengemudi motornya tidak cepat dan tidak laju dan senang untuk diajak bicara,False,very_negative
"gojeknya oke, gocarnya menyebalkan orang orangnya",False,positive
"cukup membantu aktifitas saya sehari hari jualan,, hanya sekarang buka aplikasi agak lambat pas buka pilihan gosend,,baru muncul pilihan dalam kota,,sayangnya kalau cuaca hujan googlemap nya tidak akurat ngaco. satu lagi terkadang pengemudi pilih2 paket.kalau menurut pengemudi kebanyakan langsung cancel,,",False,negative
minta update nya terlalu sering. memperlambat pemesanan,False,neutral
ok saja sih. saran saya untuk penggunaan paylater harusnya ada konfirmasi akhir lagi. diminta fingerprintpasscode. supaya ketika hp kita berpindah tangandicuri paylater kita tetap aman. karena saya pernah mengalaminya. terimakasih.,False,very_negative
"bagus dan sangat komplit aplikasinya, lancar transportasinya dan bagus pembayaran via gopay!",False,very_positive
"bagus baik mantap, dan lebih di tingkatkan akurasi peta nya.",False,very_positive
"maaf tidak apply gopaylater, system bayarnya dekat sekali dengan riba.",False,negative
tolong sejahterakan pengemudi,False,neutral
"sangat membantu di segala hal, terima kasih, dan tolong sering sering promosi go food pick up sih, biar tambah cinta lagi, tiap sabtu minggu nunggu promosi go food pick up",False,very_positive
gopay lagi gangguan bagus up saldo dri pagi smpe sekarang ko belum masuk yh biasa biasa ny juga cpt tolong kpd pihak gopay untuk segera memperbaiki dengan cepat,False,positive
"untuk gofood, godrive bagus tapi untuk gopay kenapa sering trouble, sudah 3 kali mau bayar pake gopay selalu trouble padahal lumayan kalau bayar pake gopay selisih harganya, tolong diperbaiki",False,positive
tidak ada keterangan apakah restoran halal atau tidak. mohon ditambahkan sertifikat halal nya.,False,negative
"setelah d upgrade kenapa tambah aneh. promosi nya tidak ada gabungan blas. jadi biasanya bisa d gabung , sekarang malah tidak bisa kayak eror gitu. segera d perbaiki baru saya edit bintangnya . terima kasih",False,very_negative
agak kecewa sih padahal sudah suka banget sama gojek tapi sekarang untuk goreng food tidak bisa pakai 2promo dan promosi nya terbatas bahkan kadang hilang saat mau digunakan padahal masa berlaku promosi nya masih lama. kenapa si gojek sekarang ini. padahal hampir setiap hari ada menggunakan goride dan gofood. semoga promosi gofood bisa terpakai 2 promosi dan promosi nya semakin banyak.,False,very_negative
"tambahan voucher diskon tidak optimal, transaksi 86.00, seharusnya diskon 30 dapatnya 25.800, tapi yang di dapat kurang dari itu.",False,negative
min kapan aku dapet pengemudi yang ganteng plis oiya apk nya bagus banget dah banyak promosi nya jadi lebih enak,False,positive
bagus bgtlah aplikasi satu ini . jadi gapusing kemana2 dan tidak ribet mau pesan makan apalagi kirim barang .,False,negative
sangat efisien dalam pengantar dan penjemputan sangat baik,False,very_positive
"selamat malam saya mau kasih saran tolong perbaikan lagi dari sistem aplikasi gojek saya sangat kasihan bagi pengemudi gojek yang sudah di pesan makanan pas mau ke alamat pesanan tiba tiba di batal padahal pakai uang pengemudi gojek, yang sudah pesan makanan tidak bisa di batal kecuali dari pengemudi gojek yang pengguna tidak bisa batal semaunya, kemungkinan ada perbaikan besar-besaran dari ceo gojek nya",False,very_negative
"aplikasi ini sangat lah bagus karena ini bisa membayar pake gopay ,beli tiket flim,untuk transportasi dan sebagainya terimakasih go jek",False,positive
"help halo, gojek. sudah 3 hari ini, sejak 20 agustus, aplikasi gojek saya bermasalah, tidak bisa melakukan pesanan bahkan aktivitas lainnya di dalam aplikasi dengan alasan tidak ada jaringankuotawifi, jadi selalu muncul pop-up yah. internetnya mati.. padahal jaringan saya stabil dan kuota saya penuh. saya bahkan menginstal ulang aplikasi untuk login ulang, namun nihil bahkan saya sekarang tidak bisa login ke aplikasi dengan alasan karena internet mati. mohon bantuannya terima kasih.",False,very_negative
"dari pelayanannya bagus. semoga gojek sampai seterusnya seperti itu bagus untuk sekarang, kedepannya lebih konsisten, lebih baik dri yang sebelumnya. terima kasih",False,very_positive
berguna dan bermanfaat,False,positive
tolong di perbaiki untuk gofood agar ada pembatalan .kadang pesanan sampai 2-3 jam belum dapat pengemudi juga .kita sudah ngantuk alhasil pesanan tetap berjalan dan,False,negative
"akun gojek saya tidak berfungsi, sudah komplen berkali kali dan cs nya tidak solutif. katanya kudu ganti hp supaya bisa kepake lagi, padahal tidak pernah aneh2. buruk lah, jelek! kecewa saya",False,very_negative
"tadi belanja ke store yongki komaladi, ada tulisan promosi bayar pakai gopay cashback 30. sudah tanya ke karyawan nya buat mastiin beneran bisa atau tidak dan kata karyawannya bisa. langsung saya topup saldo gopay, mau bayar trs kata karyawannya pembayaran pakai gopay bermasalah, sinyal down. kalau memang niat buat promosi semacam cashback, tolong dong perbaiki sinyalsistem nya. sering ada promosi cashback tapi giliran sudah mau bayar sering bermasalah dengan sinyal promosi abal-abal!",False,very_negative
"pelayanan nyaman,ramah,puas deh",False,very_positive
