index,text,old_label,new_label,reason
9925,saya rubah dan pindah aplikasi saja karena luar biasa sekali rendering na loading lambat sekali tidak ada bisa di pesan cuma tampilan halaman utama saja pindah ko semua sia jko tidak pernah ji na perbaiki,negative,neutral,Mixed sentiment detected
9928,untuk aplikasi sudah sangat bagus dalam fasilitas kelengkapan pilihan dan efesiensi komunikasi antara pengemudi dan pelanggan tetapi akankah lebih baik jika setiap prosedur khususnya pengemudi di cantumkan hospitality ketika mau batal pelanggan apalagi di bentak bentak itu tidak etis setidaknya memberikan alasan tidak dapat menerima pesanan dan lain hal itu akan lebih baik dari pada membentak customer hanya karena customer terlambat melihat pesan atau mengangkat telfon terima kasih,positive,neutral,Mixed sentiment detected
9956,sudah bagus sih cuman sekarang biaya admin nya kemahalan coba kaya dulu tidak banyak biaya ini itu banyak pihak yang merasa terbantu dan di untungkan contoh nya customerga merasa terbebani karena kemahalan driverorderan nya jadi rame lagi perusahan gojekkarena banyak pengguna yang suka dan merasa terbantu otomatis ni apk banyak yang pakai intinya jgn karena admin kemahalan costemer jadi pada kaburpenguna dikit lebih baik biaya admin dikit tapi pengguna banyak jdi semua pihak mrsa untungkan,positive,neutral,Mixed sentiment detected
10005,pesan gofood bisa nunggu lambat sampai menitan kemudian pengemudi konfirmasi bahwa resto tutup padahal status di aplikasi masih buka tolong ya saya paling tidak suka menunggu lama apalagi sudah menunggu lambat namun ternyata zonk mohon perbaiki sistemnya serta regulasi dan aturan terhadap resto untuk menghindari resto yang tidak bertanggung jawab berikan sanksi kepada resto apabila kasus seperti yang saya alami terjadi ini hanya salah satu dari beberapa pengalaman buruk saya pengguna gojek,negative,neutral,Mixed sentiment detected
10051,tidak suka sama sistem skrng peta muncul cuma pas pengemudi otw ngantar doang setelah pesanan di konfirm sama resto nunggu resto proses makanan dulu baru di cari kan driver sedangkan resto kebanyakan memproses makanan yang di jual setelah pengemudi datang ke resto jadi waktu pengantaran lebih lama masukan harusnya setelah resto konfirm langsung di carikan driver dan kita bisa mantau dari pengemudi apakah resto ini antri atau tidak nya tidak efisien klo pakai sistem skrng,negative,neutral,Mixed sentiment detected
10079,kenapa tiba hari ini buka akun gojek saya terlog out sendiri tidak bisa login masuk lagi menjengkelkan balikin saldo gopay saya saja deh,neutral,negative,"Clear negative pattern, not mixed"
10087,saran saya kalian kalo bisnis jgn pernah pake pembayarannya lewat gopay ya sering gangguan ada customer saya yang uda bagus up tapi sampe sekarang blum masuk saldonya ke saya buat ngurusin saldo yang tidak masuk saja butuh berhari hari bisa bangkrut gua lama buruk emang,negative,neutral,Mixed sentiment detected
10115,kenapa sihh kenapa kode otp nya tidak masuk padahal sudah nungguin lambat banget tapi ujung kirim ulang kode otp terus menerus tidak bisa tolong developer perbaiki segera terima kasih,negative,neutral,Mixed sentiment detected
10143,gojek kenapa si saya tidak bisa pesan lagi,neutral,negative,"Clear negative pattern, not mixed"
10148,saya akui gojek sangat bagus tapi di dalam pembayaran itu sangat lah mahal masukkan dari saya kalau bisa di kasih kode promosi yang melalui pembayaran gopay biar gojek semakin memuaskan lagi terimahkasih,positive,neutral,Mixed sentiment detected
10158,dari pengalaman saya menggunakan fitur go ride saya menyarankan untuk memberikan kuesioner kepribadian customer di apk gojek seperti gender cust dan apakah cust merupakan orang yang suka berbicara atau tidak hal ini penting karena nama saya sering dikira laki laki yang padahal saya perempuan dan itu berkali kali terjadi yang membuat saya risih banyak pengemudi suka ngobrol basa basi dengan saya mungkin mereka berpikir agar cust nyaman tetapi saya adalah tipe yang tidak suka diajak ngobrol,positive,neutral,Mixed sentiment detected
10172,buruk sistimnya ah percuma ngasih kesbek promosi rb tidak di pakai promonya kenapa motong otomatis perbaikilah,negative,neutral,Mixed sentiment detected
10179,saya pelanggan aplikasi ini saya berdomisili di provinsi jambi saya mengeluhkan go car nya sangat susah sekarang mencari go car hanya rute yang paling jauh yang diterima nya rute yang km sangat jarang diterima setelah saya survei ternyata mereka mengeluh juga saya mohon kepada pemilik aplikasi tolong di hidupkan kembali go car nya seperti dulu lagi saya sangat suka aplikasi go car kalau ada pengemudi nya yang nakal jangan di kasih surat peringatan langsung saja hentikan kontrak nya,positive,negative,Clear negative pattern detected
10212,kenapa saya mau login akun saya susah banget loading mulu ini kenapa biasanya juga lancar jangan salah kan saya klo ada tagihan paylater ya soalnya saya mau bayar juga tidak bisa login,positive,negative,Clear negative pattern detected
10246,sudah dua hari aku tidak bisa pesan gojek sama gofood katanya internet ku mati padahal data seluler aktif sama kuota ku juga full tapi kenapa tidak bisa klo kayak gini terus mau kemana susah jadi jngn bikin kecewa mohon di perbaiki segera ya,negative,neutral,Mixed sentiment detected
10305,customer care buruk tidak tanggap tidak punya solusi hati dengan promosi casback disini terutama utk go pulsa dlm hal ini token listrik promosi cashback gopay coin jelas tercantum terinput otomatis tapi setelah transaksi selesai berhasil tidak ada casback go pay coin yang masuk kontras sekali dengan aplikasi lain yang baru sekelas gojek ini termasuk parah terutama customer care nya,negative,neutral,Mixed sentiment detected
10333,daftar go pay plus selfi dan ktp berkali gagal terus masa ya tulisan di ektp harus jelas kebaca saat berfoto selfi pdhl kan yang ektp sudah jelas d foto msing ini admin nya plongo apa aplikasi nya yang oon mana selfi dan ektp tulisan kebaca bloon dah,positive,negative,Clear negative pattern detected
10361,sangat mengecewakan voucher untuk pembayaran tagihan pln paska bayar tidak dapat digunakan karena setiap dimasukan id pelanggan pln tidak bisa muncul rincian yang harus dibayar,neutral,negative,"Clear negative pattern, not mixed"
10383,drivers nya pada menyarankan pindah aplikasi ke grab itu pengemudi sendiri yang menyerahkan bagai mana pelayanan baik kalau jaminan mutu faktanya jauh di bawah kata baik maaf saya harus berpindah aplikasi karena pengemudi lebih menjamin keselamatan dari pada iklan yang berangan angan,negative,positive,Clear positive pattern detected
10420,bagus sekali saya pemakai aplikasi gojek sudah lambat sekali dengan adanya gojek saya sangat terbantu mau apapun jadi lebih mudah terimakasih gojek indonesia semoga tetap menjadi aplikasi pilihan masyarakat indonesia dan sukses selalu gojek indonesia dan lagi semoga secepatnya saya mendapatkan bantuan paylater nya gojek indonesia karena yang aplikasinya baru beberapa minggu eh sudah dapat paylater tapi saya tidak dapat semoga saya dapat mencoba paylater nya amin,positive,neutral,Mixed sentiment detected
10427,go tagihan tidak bisa selalu diandalkan pengalaman token listrik akan habis tapi layanan sedang tidak bisa,negative,neutral,Mixed sentiment detected
10506,untuk gopay sih oke saja nga ada masalah tapi setiap aku pesen gocar tujuan ke rumah sakit rs selalu susah begitu dapat ee drivernya minta cancel pake akun suami pake goride juga sama mending tujuan rs dihilangkan deh daripada kita berharap,negative,neutral,Mixed sentiment detected
10539,sebenernya ngebantu banget dengan adanya aplikasi gojek tapi akhir ini bikin kesal karena selalu dapat pengemudi yang minta di batal dengan alasan kejauhan padahal tidak ada jarak km dari lokasi a menuju ke lokasi b dan semakin susah nemuin pengemudi sekarang lambat nunggunya tapi masih ada beberapa juga pengemudi yang masih baik dan pelayanannya bagus mohon ditingkatkan lagi pelayanannya,negative,neutral,Mixed sentiment detected
10569,aplikasinya bagus tetapi lebih bagus lagi kalau aplikasi driver user pengguna penumpang dan go food go resto dibuatkan gratis hanya pakai biaya kuota internet layanan telpon chat ganti semua sms dengan chat dan video call yang memanfaatkan dan memperbagus kamera depan dan belakang smartphone yang paling murah dan kabur sekalipun menjadi bening untuk pengemudi dan user penumpang pengguna dan penjual go food go resto agar saling percaya sama wajahnya dengan diaplikasi dan barang yang dibeli di go mart go shop go food sama dengan yang difoto contoh barang dan dipesan untuk dibeli serta orang yang dijemput dan diantar sama sama aman selamat nyaman dan sampai dengan cepat tepat serta google mapsnya ganti dan perjelas dengan google satelit agar lebih tepat dan cepat mengetahui masalah kemacetan ketepatan penjemputan dan pengantaran barang dan orang serta terakhir mohon kerjasama dengan telkomsel di go bill pembayaran kartu halo menggunakan go pay terima kasih gojek,positive,neutral,Mixed sentiment detected
10574,saya sudah lambat pake gojek tapi kenapa hari hari ini aneh bngt kenapa tiap hari ongkosnya makin naik kemarin abis itu naik jadi trus sekarang gila ya padahal lokasi tujuannya dekat klo kyk gitu bolak balik jadi yang bener saja klo gitu sama saja kyk ojek pengkolan cuman bedanya ini makan kuota tolong diperbaiki sistem penaikan tarif gopay jangan terlalu gila nanti tidak ad yang make aplikasi ini terpaksa hapus yang dulunya sayang jadi benci,negative,neutral,Mixed sentiment detected
10628,bayar express reguler ataupun hemat tidak beda jauh datengnya lambat banget heran,neutral,negative,"Clear negative pattern, not mixed"
10639,dari awal saya gofood sampai detik ini belum pernah sih kecewa bener bener ngebantu di saat lagi pengen makan tapi posisi tidak bisa keluar kemana sampai detik ini juga selalu dapet pengemudi yang baik,negative,neutral,Mixed sentiment detected
10641,sudah lambat tidak pakai gosend banyak yang berubah dulu pesen tidak lambat kemudian pengemudi dateng lngsung kirim barang sekarang jadi sedikit agak ribet dsuruh pilih samedayexpress ya lupa aku setelah pilih sameday trnyata pesanan masih dicatat dlu baru dicarikan pengemudi jam lagi pikirku ya masak smpek jam ternyata beneran jam baru dicarikan drivernya krn saya buru kerumah kakak saya diluarkota naik motor juga bukan naik mobil kelihatannya sinyalnya tidak bagus tapi dikolom pesanan saya tidak ada apa,negative,neutral,Mixed sentiment detected
10655,aku senang bisa diantar go jek karena pelayanannya bagus cepat dan aman thanks go jek semoga lancar dapat penumpang trs tolong kasih vocher dong saya pengguna lambat masa cuma dpet vocher gofood pas lagi awal trs lambat tidak dpt lagi,positive,neutral,Mixed sentiment detected
10666,aplikasi baru gojek selalu menyusahkan pengguna di saat kami butuh perjalanan dengan gojek pada saat bersamaan pula kami dipaksa utk update versi terbaru apalagi perlu space yang sangat besar dan aplikasi penting lain spt wa dan instragram sbg sarana komunikasi dan informasi tidak mungkin kami hapus update versi terbaru sebaiknya opsional mengapa kami harus selalu update terbaru sementara yang lambat sudah sangat baik dengan kondisi spt ini utk bbrp waktu kami tidak bisa pakai aplikasi gojek,negative,positive,Clear positive pattern detected
10668,ngasih voucher gofood nya tidak merata kak akun yang dikasih itu itu terus padahal saya sudah lambat pengguna gojek sudah lambat banget tidak pernah dikasih voucher gofood,neutral,negative,"Clear negative pattern, not mixed"
10676,tidak bisa login karena email sudah terdaftar maksudnya gimana daftar juga tidak bisa karena email sudah terdaftar,neutral,negative,"Clear negative pattern, not mixed"
10685,aplikasi jelek cuma bisa di pickup tapi pengemudi tidak ada balasan dan malah di biarin hrusnya di acc driver tidak berguna klo cuma di pickup tpi di biarkan sistem sudah tidak beres tapi tidak ada perbaikannya sudah dr kemarin pesanan tidak beres,negative,neutral,Mixed sentiment detected
10702,mau bayar saja susah tulisannya koneksi anda bermasalah padahal internet lancar sudah dari dulu tapi sekarang malah bener bener tidak bisa harap diperbaiki,negative,neutral,Mixed sentiment detected
10712,berangkat kerja waktu hujan okeylah cepat dapat driver lah ini waktu pulang kerja hujannya reda kenapa malah lambat banget dpt drivernya nungguin jam nihh min tolong lebih diperhatikan lagi ya min,neutral,negative,"Clear negative pattern, not mixed"
10731,alhamdulillah selama ini gojek banyak membantu tapi untuk play leter nya tolong di perbaiki denda perhari itu sangat memberatkan,positive,neutral,Mixed sentiment detected
10740,mohon diperbaiki ketepatan alamat yang sesuai dan tepat terutama di area kami karena ada jalan baru alamat msh tetap yang lambat tapi titik jadi berubah aplikasi ojol lain dengan alamat saya sudah tepat dan tidak membingungkan driver kasihan utk pengemudi nya,negative,neutral,Mixed sentiment detected
10832,kenapa setiap saya mau transfer saldo gopay saya selalu muncul upgrade gopay tetapi ketika setiap saya mau selfie untuk melengkapi data selalu saja force close sendiri saya sudah lambat memakai gojek tapi mohon diperbaiki untuk transaksi lebih lancar,negative,neutral,Mixed sentiment detected
10859,para pelanggan baru di manjakan di kasih focer sedangkan pengguna lambat di abaikan jadinya banyak yang download cuma jadi pelanggan baru saja sadar dong jek harusnya pelanggan setia yang diberi promosi banyak ini malah di abaikan akhirnya banyak pelanggan lambat yang pindah aplikasi sebelah,negative,neutral,Mixed sentiment detected
10877,sangat disayang gara ganti hp akun gojek saya tidak bisa digunakan lagi padahal saya sudah lambat sekali berlangganan dan menjadi customer setia gojek cuma karena no telp yang di daftarkan sudah tidak aktif lagi karena tidak ada alternative lain untuk memverifikasi selain ke no hp tolong diperbaiki untuk alternative verifikasi misalkan via email juga bisa karena gojek untuk akun yang sama dan ganti no juga tidak bisa sangat repot klo mau berlangganan lagi harus buat akun baru lagi terima kasih,negative,neutral,Mixed sentiment detected
10885,cs yang bisa di hubungi terimakasih,negative,positive,Thank you message without complaint
10935,makin kesini mau masuk ke gofood ajh loadingnya lamaa beneerr dikira belum update tapi udah jaringan bagus tetep ajh lemot mesti keluar beberapakali baru deh itu pun butuh waktu juga haduuh tolong di perbaiki,negative,neutral,Mixed sentiment detected
10947,aplikadih paling buruk saat ini sudah susah cari pengemudi aplikasi selalu membatalkan sendiri pesenan saya dan kalo di pesan ulang harga akan terus bertambah naik alesannya karena pengemudi saya dulu senang sama aplikasi ini tapi saat ini sangat menyebalkan tolong perbaiki sistem dan managemen anda jika tidak inhin kehilangan pelanggan,negative,neutral,Mixed sentiment detected
10997,kenapa saya tidak bisa login dan server selalu padat dan sibuk,positive,negative,Clear negative pattern detected
11010,tidak bisa pesan gojek malah balik ke menu utama terus,neutral,negative,"Clear negative pattern, not mixed"
11028,halo pihak gojek aplikasi cukup berguna untuk pengemudi dan penumpang tapi yang jadi masalah disini adalah rute di gps nya ada rute jalan yang dekat dan tidak melanggar berkendara lalu lintas namun harus berbelit sehingga biayanya jadi mahal karena jarak berbelit menjadi jarak tempuh yang jauh tolong secepatnya perbaiki,negative,neutral,Mixed sentiment detected
11100,kenapa saya tidak bisa pesan gojek katanya dinonaktifkan sementara untuk daerah tertentu karena covid,neutral,negative,"Clear negative pattern, not mixed"
11117,tolong untuk castamer kalau ngasihklik bintang ke pengemudi yang betul castamer ngasih koment bagus tapi ngasih bintang itu pengaruh ke pesanan driver jadi buruk kondite di gopartnernya turun rating drver tolong klik yang betul bintangnya saya dpt koment bagus tapi di kasih bintang hancur rating dan pesanan saya sistem goparner tidak peka tetap saja saya yang salah di baca oleh sistem gopartner padahal yang castamer,positive,neutral,Mixed sentiment detected
11198,banyak sekali penipuan atas namakan gojek dan tau identitasnya tolong dong diperbaiki sistem pengaman takut disalah gunakan data datanya sukses selalu,negative,positive,Clear positive pattern detected
11236,sistem sering gangguan susah dapet driver dan saldo gopay suka gabisa digunakan biaya aplikasi mahal itu diapain ya biaya aplikasi tapi aplikasinya sering gangguan,negative,neutral,Mixed sentiment detected
11261,kenapa setelah di update saya jadi tidak bisa login ke aplikasinya,neutral,negative,"Clear negative pattern, not mixed"
11289,bagus up kena charge withdraw kena charge tarik dari gopay lambat banget bahkan tidak ada dihistory mau dicek tidak bisa email tidak direspon masa cuma gara gara uang ribu harus lapor ke polisi,negative,neutral,Mixed sentiment detected
11294,pelayanan nya bagus tepat waktu tetapi untuk di area saya kalau malam jam aga susah dapat pengemudi,positive,neutral,Mixed sentiment detected
11350,aplikasi error tidak bisa login muncul tulisan failed to get your session tolong dibantu selesaikan masalah ini aplikasi ini sangat membantu untuk kegiatan sehari hari saya jadi saya sangat mengharapkan untuk segera diselesaikan masalah ini terimakasih,positive,negative,Clear negative pattern detected
11365,layanan gojek mah oke bgt tapi paylater di block dengan alasan tidak jelas tunggakan tidak ada cuma karena ganti no hp dan email walau ada pernah telat bayar tapi khan plus denda bayarnya belum pernah juga melebihi bulan telat kecewa aja ditanya tapi kasih jawaban tidak jelas,negative,neutral,Mixed sentiment detected
11382,hampir semua aplikasi saat pertama luncur it sangat akurat dan sangat bagus setelah update hampir semua aplikasi ada yang lelet ada yang menu di hilangkan ada banyak bug ada megabyte gede ada yang muncul iklan ada yang susah register ada yang loading nya lambat banget ada yang data tidak bisa di hapuskan dan lain,negative,positive,Clear positive pattern detected
11462,aplikasinya cukup membantu terutama untuk mobilisasi tapi sayangnya ditahun ini sudah dua kali saya pesan makanan dan sudah lock alamat rumah saya tapi ketika diantar malah ke tempat random yang jauh dari rumah saya saya sudah pakai aplikasi gojek lebih dari tahun dan sebelumnya tidak pernah kejadian seperti ini mohon diperbaiki lagi,positive,neutral,Mixed sentiment detected
11528,uninstal aja pelayanan drivernya jelek tidak cekatan lambat banget padahal deket tapi harus nunggu lambat banget malah diem dulu tidak tau ngapain dan itu terjadi berkali kali lebig bagus yang sebelah,negative,neutral,Mixed sentiment detected
11541,sebenernya aplikasinya bagus cuma kesal saja kalo pesan makanan pas hujan pasti di cancle mulu padahal sudah nungguin lambat banget nahan laper tiba tiba di cancle karena tidak ada yang mau pickup kesal banget kurirnya tidak pada mau anter padahal pasti di kasih tips ngluapin kekeselan saja orang lagi laper laper kirain kalo ujan pake aplikasi gojek gini memudahkan ternyata emang paling bener beli sendiri saja ke resto pake mantel,negative,neutral,Mixed sentiment detected
11545,tidak bisa pesan martabak depan perum padahal kalo saya kesana banyak abang gojek dan grab yang sering ngorderin,neutral,negative,"Clear negative pattern, not mixed"
11550,aplikasinya bagus tapi saya ada masalah saat pemesanan sering banget pesanan saya di tolak ama sistem tanpa notifikasi jadi saya sering nunggu tidak jelas utk waktu yang lama,negative,neutral,Mixed sentiment detected
11553,saya pengguna dari progres dulu baik tapi sekarang aplikasi ini semakin buruk jarak titik tidak tepat jarak ambil makanan pun sering eror sehingga resto jauh apalagi parahnya dipilihkan pengemudi jauh kecewa uninstal,negative,neutral,Mixed sentiment detected
11567,ini adalah aplikasi buruk yang paling merugikan dan mengecewakan di dunia pukimak lah buat aplikasi ini dasar babi aplikasi sudah terinstal saldo sudah di isi tapi sms verifikasi tak kunjung masuk yang menyebabkan aplikasi buruk ini tidak dapat di gunakan aplikasi pencurii puki saya benar kecewa telah bagus up saldo kembalikan uang saya bangsatt,negative,neutral,Mixed sentiment detected
11582,saya suka gojek tapi ini tidak terlalu berguna untuk saya yang tinggal dipelosok karena ternyata di tempat saya belum ada layanan gojek voucher yang saya dapat semuanya hangus tak terpakai karena tidak bisa dimanfaatkan saldo saya tidak bisa diuangkan karena upgrade susah saya sangat berharap ke depannya gojek bisa menembus daerah pelosok dan jangan hanya beroperasi di kota besar saran lainnya saat gagal upgrade bisa dikasih penjelasan kenapa bisa gagal jangan hanya dokumen di tolak,negative,neutral,Mixed sentiment detected
11665,kenapa yaa tidak bisa login sudah uninstall puluhan kali tetep tidak bisa login,positive,negative,Clear negative pattern detected
11717,aplikasi bagus selama saya pakai saya tidak pernah ada masalah sama drivernya terlalu sopan semuanya cuman ada keluhan fitur super partner gofood saya tahu jika fitur itu mempercepat pemesanan kita tapi tidak ada kepastian bagi kita pemesan jika makanan bisa dibeli karena kadang kadang resto tidak accept pesanan kita entah lagi ramai atau tutup yang mana biasa kita batal pesan makan karena resto tutup jadi batal pesan karena tidak di accept kalau cara biasa kn ada kepastian walaupun lambat,positive,neutral,Mixed sentiment detected
11769,admin bgmna cara memasukan kode pin otp beberapa kali kirim kode tapi tidak ad yang masuk smsnya kecewa dengan sistemnya gojek mau masuk aplikasinya tapi minta pin,negative,neutral,Mixed sentiment detected
11856,harus update terus ini klo tidak update tidak bisa dipkai alasan versi gmn ini jadi tidak bisa pesan,neutral,negative,"Clear negative pattern, not mixed"
11859,tolong diapakan dulu drivernya biar gasuka goda godain atau mintain nomor telefon ada juga pengemudi yang bahasanya kasar banget coba sih sebelum dijadiin pengemudi di training dulu kek diapain dulu kek apa ajalah mana kalo ujan susah banget lagi dapetnya sekalinya dapet jauh banget satu lagi tolong hapus fitur bintang di pelanggan karena kadang pengemudi ngelunjak kasih bintang kecil ke pelanggan cuma karena tidak dikasih tip bitte antworten schnell,negative,neutral,Mixed sentiment detected
11865,saya sangat loyal dengan gojek terbukti dengan saya selalu menggunakan aplikasi ini utk sehari karena membantu namun yang perlu di perbaiki adalah manpower nya pengemudi gojek harus lebih profesional klo bisa dikasih training safety first karena membawa penumpang dan harus lebih tepat waktu jika sudah ada pesanan harus dengan sigap berangkat bukan malah lamaa banget jemput aja minimal saya nunggu menit kalo pas berangkat kerja rasanya buang waktu bgt,positive,neutral,Mixed sentiment detected
11867,untuk di daerah jogja susah banget mencari pengemudi gojek jadi kalau mau kmna mana agak susah padahal tidak mendung tidak hujan tidak badai tidak bencana tapi tetap susah nyarinya kenapa bisa begini ya tolong di perbaiki,negative,neutral,Mixed sentiment detected
11939,kecewa bagus up saldo gamasuk transaksi berhasil tapi saldo kosong sudah lapor dan kirim bukti transfer tidak di respown,negative,neutral,Mixed sentiment detected
11951,sudah beberapa hari ini tidak bisa login sudah login pake no yang biasa gabisa selalu muter tanpa mau masuk ke aplikasinya ini gimana mau pake bantuan gojek juga gimana login saja tidak bisa,neutral,negative,"Clear negative pattern, not mixed"
11986,saya kecewa dengan update sekarang karena harga gofood sudah naik dengan rute perjalanan yang dulu ongkos nya cuman rb sekarang rb tolong domg malah lebih mahal ongkir jalan di banding makanan nya perbaiki jadi malas saya untuk membeli gofood,negative,neutral,Mixed sentiment detected
11988,sangat membantu dan semuanya tepat waktu akan tetapi ada satu pengalaman saya di mana ketika saya mencancel gocar ada satu pengemudi yang saya kurang suka dengan tanggapannya,negative,neutral,Mixed sentiment detected
11999,customer service nya buruk ngeribetin bagus up sering kali lambat masuk nya tidak tau apa org lagi urgent percuma bagus up tapi masuknya lambat padahal sudah sukses dr mercht nya ehh ini d tungguin tidak masuk ke saldo gopay nya di tambah pernah tarik tunai tidak masuk ke rekening sampai hari lambat penangannya sumpah tidak paham lagi sama aplikasi ini di buat kesal sama customer service nya,negative,neutral,Mixed sentiment detected
12004,tidak bisa pesan gofood suruh aktifin lokasi tys padahal sudah di aktifin,neutral,negative,"Clear negative pattern, not mixed"
12008,saya sangat kecewa sekali awal nya saya suka sekali dengan aplikasi ini tapi kemaren pas saya mau sekolah gojek nya malah tidak bisa pas mau milih tujuan tiba tiba kembali di beranda dan itu saya coba berkali kali tetapi tetap tidak bisa tolong di perbaiki lagi ya,negative,neutral,Mixed sentiment detected
12018,gojek bagaimana ya penanganannya lemot banget saya mau mengubah data nomor telepon lambat ke baru ribet banget prosesnya sudah tlf cs sampai x ada yang respon baik ada yang buruk tapi penanganannya lambat tidak seperti yang dulu sampai sekarang masalah saya belum selesai,negative,neutral,Mixed sentiment detected
12042,sebenarnya suka banget aplikasi ini tapi kalo mau update aplikasi selalu lama apalagi kalo install ulang selalu lambat akhirnya saya pilih aplikasi yang lain,negative,neutral,Mixed sentiment detected
12070,buruk banget tiba saja paylater diblokir limitnya dinaikin tapi tidak bs dipake kan percumaa padahal tidak pernah menunggak maksimal pemakaian cuma ribuan buat byr bill wifi or beli token listrik sudah laporan juga katanya lagi pengecekan helooww dr pakai paylater gojek kemana ajee,negative,neutral,Mixed sentiment detected
12072,kenapa di gps aplikasi gojek alamat saya tidak bisa pas di titik ya tapi dicoba pake aplikasi sebelah bisa loh beberapa kali saya dikomplain dengan ojol dan taxol gojek karena titik tidak pas sama alamat saya padahal emang tidak bisa dari gps di aplikasinya mohon diperbaiki gps nya makasih sebelumnya,positive,neutral,Mixed sentiment detected
12080,masak saya tidak bisa login ke akun saya ada tulisan terlalu banyak permintaan,neutral,negative,"Clear negative pattern, not mixed"
12208,bintang dulu yak soalnya makin ke sini koq ongkir makin mahal tambah biaya aplikasi dll pdhl sebenarnya sangat membantu,neutral,positive,"Clear positive pattern, not mixed"
12229,sangat senang mudah tapi tarifnya agak mahal,positive,neutral,Mixed sentiment detected
12311,drivernya kurang teliti dan kurang konsentrasi seharusnya dibaca dengan teliti itu pesanan pelanggan klo ada yang kurang dan sudah terlanjur di terima itu kan bisa bikin pelanggan kecewa dan untuk selanjutnya pengemudi harus teliti dan harus sangat konsentrasi dengan pesanan pelanggan dibaca baik pesanan pelanggan jgn asal membeli pesanan dan biaya nya tidak sesuai dengan yang di layar hp katanya ada vocer go food tapi nyata nya sama saja bayar semua nya vocer nya buat apaan coba begitu,negative,neutral,Mixed sentiment detected
12356,payah lemah kalo hbs hujan servernya lambat total buruk tidak bisa di andelin lah tolong di perbaiki dengan nama besar pelopor ojek online pertama harusnya bisa di atasi saya pengguna lambat tapi semakin kesini malah semakin kesana,negative,neutral,Mixed sentiment detected
12357,kecewa trz sama pengemudi nya sya sering pake go car tapi sering banget nemuin pengemudi nya yang nyebelin suka batal pesanan seenak nya az malah sering mau nurunin d jalan alasan nya sudah sampai di titik pengantaran pdhl jelas belum sampai k tempat tujuan pas pemesanan pengemudi nya jg bnyk yang ugalan tolong donk gojek d perhatikan lagi para pengemudi nya jgn bikin costomer kecewa,negative,neutral,Mixed sentiment detected
12375,senang pakai aplikasi gojek pokok nya the terbaik tapi mohon bisa di tampilkan alamat yang detail baik lokasi penjemputan maupun lokasi tujuan terima kasih,positive,neutral,Mixed sentiment detected
12377,bad minta di upgrade mulu bukanya maju malah mundur mau mesen go food sekarang susah dibuka disuruh aktifkan lokasi padahal sudah aktif kadang bisa mesan kalau pas lagi eror tapi tidak bisa lagi aplikasinya makin lambat makin buruk bukan berkembang lebih baik malah jadi buruk,negative,neutral,Mixed sentiment detected
12392,abis update aplikasinya tidak bisa dipake mau pesen gofood crash terus tolong diperbaiki jangan cuma nyari cuan doang apalagi sekarang ada biaya aplikasi tapi bukannya makin bagus tapi malah jelek,negative,neutral,Mixed sentiment detected
12585,loginnya gabisa udah dicoba masuk loadingnya super lambat hampir sejam nunggu loadnya bahkan mau masuk lewat facebook pun tidak bisa error terus padahal kuota ada mohon perbaiki tolonglah bahkan saya coba instal berulang kali login berulang kali tapi hasilnya sama erorr dan loadingnya lambat banget smpe jam bahkan lebih batre hp dr sampe nungguin loadingnya udah bagus apkini tapi kesahalannya tolong perbaiki,negative,neutral,Mixed sentiment detected
12637,baru kali ini saya mau pesen goride pas dichat ditanya posisi dimana malah dibales diatas bumi kak hahaha oke boleh bercanda tapi ada porsinya ini sesang terjebak macet lagi buru banget malah gitu hmm tapi pelayanannya selalu memuaskan baru kali ini saja sedikit kecewa dengan drivernya,negative,neutral,Mixed sentiment detected
12657,tolong dong kenapa saya tidak bisa pesan makanan di apk ini ya,neutral,negative,"Clear negative pattern, not mixed"
12666,dulu saya suka sekali dengan aplikasi gojek bahkan kalau ada bintang saya akan kasih tapi kedepanya saya sangat kecewa sekali aneh ketika saya tidak bisa pesan go ride dan go car tapi kenapa bisa pesan go food aneh kan min dan saya sudah komplain sampai kali pihak gojek tidak dan tidak sangat tidak menangapi keluhan saya sebagai costomer setia dan akhirnya saya pindah ke aplikasi sainganya yang lebih perduli dengan pelangan,negative,neutral,Mixed sentiment detected
12674,sudah suka banget pke gojek tapi kenapa sekarang tidak bisa pke voucher sihh jadi mahal kan kalo mau pesen go food,positive,neutral,Mixed sentiment detected
12694,kenapa daftar masuknya susah banget ya pdhal email sudah d masukan tapi kenapa katanya sudah terdaftar,negative,neutral,Mixed sentiment detected
12723,kenapa saya kasih bintang karena nih gopay menurut saya tidak work banget buat bisnis tidak ada fitur yang dimana pembeli penjual bisa aman karena banyak sekali penipuan yang pembayaran nya melalui gopay verifikasi nya terlalu ribet terlalu banyak updatemaintenance terlalu lambat maintenanceverifikasi akun nya karena pembisnis tidak ada waktu untuk menunggu tetapi disisi lain pajak nya tidak terlalu besar dan juga bisa mengisi saldo melalui atm bank internet jadi tolong next nya di perbaiki ya,negative,neutral,Mixed sentiment detected
12751,bagus lah cuma jaringan kadang suka tidak stabil pernah juga pas pesan gocar jadi double pesan karena jaringan buruk,negative,neutral,Mixed sentiment detected
12770,pengemudi gocar sukabumi kalau kondisi hujan da tempat tujuan tidak terlalu jauh karena jasanya kecil drivernya suka batal terus padahal waktunya butuh jasa tersebut beda dengan gran,neutral,negative,"Clear negative pattern, not mixed"
