review,rating,sentiment,sentiment_label,label,date,thumbs_up
"ongkir mahal, bosok ongkirnya",2,2,negatif,1,2025-10-22 21:18:08,1
tepat waktu pemilihan rute yg tepat dan cepat kalau bisa kasih saran tolong helmya di jemur atau gimana biar nggak bau apek...ngga semua nya ya tapi terkadang ada yg helmnya benar2 apek atau lembab jadi buat kami yg mau ngantor rasanya kegangguan dg bau yg nempel di jilbab jadi hilang mood seharian ..mau dekat dekat teman agak risih,4,4,positif,3,2025-04-16 07:16:28,1
"Enakan Gopay Later yang dulu, bisa di bayar kapan aja, Adain fitur otomatis dong, JD kalau semisal udah jatuh tempo bayar, sistem akan secara otomatis memotong saldo gopay kita, jika saldo gopay tersedia dan mencukupi, untuk promo gofood nya tidak se-WOW DULU.",4,4,positif,3,2024-12-25 12:53:02,1
"tolong donk di seleksi lagi driver driver nya jngan yg galak , bikin takut dan trauma aja sama driver gojek",5,5,sangat_positif,4,2025-10-25 11:36:43,0
Oke. Sering² kasih diskon ya,4,4,positif,3,2025-02-07 23:00:32,0
BUAT FITUR PILIH ALAMAT MOHON UNTUK HISTORI PEMILIHAN ALAMAT DIKASIH FITUR HAPUS BIAR ALAMAT YG DIPILIH CMN YG ITU AJA BUKAN ALAMAT YANG GA KEPAKE IKUT IKUTAN JADI SALAH ALAMAT TERUS GOJEK NYA,3,1,sangat_negatif,0,2025-05-10 15:02:08,0
aplikasi lemot anjgg..lama bgtvdapet driver nya,1,1,sangat_negatif,0,2025-09-30 17:30:43,1
driver gofood gamau ambil orderan klau ongkirnya murah,4,4,positif,3,2025-04-16 20:02:17,0
"Tingkatkan performa, akurasi, kecepatan akses, keamanan, fitur aplikasi, dan kualitas pelayanan driver di lapangan..persaingan platform jasa transportasi berbasis online makin tajam boz !!!",4,4,positif,3,2025-08-16 09:53:15,0
uang saya balikin tiba tiba upgrade gojek plus saya tidak pernah melakukan transaksi itu,1,1,sangat_negatif,0,2025-09-16 10:57:37,1
"kenapa saat jalan gak bisa dipantau di aplikasi, ca diam gak bergerak",3,3,netral,2,2025-04-13 07:53:29,0
saran klo emg lg jam sibuk atau pas hujan driver tuh Terima aja apalagi org lagi urgent smpai 30menit gda yg mau Terima orderan,4,4,positif,3,2025-09-12 17:38:56,1
"kok bisa dapat motor listrik mirip scoopy, padahal milih nya yang comfort",3,3,netral,2,2025-10-27 20:40:49,1
admin terlalu pro ke restoran,2,2,negatif,1,2025-09-07 21:09:08,1
Klo pesen gofood ongkirnya mahala bat,3,3,netral,2,2024-11-22 14:55:50,0
Ya everything its good.,4,4,positif,3,2024-12-13 11:10:02,1
Nagih terus payleter nya mau d bayar gk kebuka loading terus heran,3,3,netral,2,2025-09-02 14:03:32,1
"Dikasih fasilitas paylater tp gak bisa dipakai, percuma.",3,3,netral,2,2024-12-17 12:23:54,0
tolong perbaiki yg biasanya tarif 21rb paling besar masa jarak sama sekarang nyampe 65rb,4,4,positif,3,2025-11-01 20:32:09,0
lumayan baik dan amanah,4,4,positif,3,2025-07-11 13:37:51,0
biaya gofoodnya makin mahal aja ada biaya penanganan dan suka di mintain biaya parkir,4,1,sangat_negatif,0,2025-05-12 18:26:51,0
"kpd yth pemilik dn para jajaran goto or gojek tolong dong, kalo mu bayr makanan or pesanan ada notif2 akitifin gopay later ... hei kamu iklan or ngajak ke jalan sesat,... ga ush notif2 itu di taru paling atas, ga relevan.",3,3,netral,2,2025-07-15 06:49:51,0
Tidak ada pembeda makanan Halal haram disini.. yg muslim hati2,2,1,sangat_negatif,0,2025-03-02 14:21:00,0
"Next tolong ditingkatkan lagi sistemnya min tadi saya pesan gocar dan menaiki taksi yg sesuai dengan aplikasi...eh setelah saya sampai tujuan entah kenapa aplikasi gocar saya pesan gocar lain, padahal taksi yg saya naiki sesuai aplikasi dan saya tidak pesan double gocar... sistemnya tolong lebih canggih lagi, karena saya gk double klik pesanan saat itu",3,3,netral,2,2025-01-21 10:46:05,32
"Fitur chat resto coba bisa dipake dah ,kalo nunggu lama ga tau udah ada driver apa belum,atau udah dimasak apa belom,penting padahal biar ada komunikasi,gini gabisa chat resto ujungnya batal ga makan pas mau kerja,jadi nahan laper",2,2,negatif,1,2024-11-27 17:37:01,0
perlu di tingkatkan lg untuk titik lokasi kadang ga sesuai dengan map atau alamat yg tertulis..,4,4,positif,3,2025-11-20 19:09:21,1
lemottt banget ya allah,2,2,negatif,1,2025-07-25 22:40:24,0
"Sayangnya susah buat komplain atau ajuin pertanyaan, saran aja coba adain cs gojek online yg bisa tanya jawab langsung jadi bisa memudahkan",3,3,netral,2,2024-12-12 15:57:23,0
very helpful for daily activities,5,5,sangat_positif,4,2025-11-05 10:27:16,0
GK jls anjir aku udh top up saldo GK masuk masuk saldo nya apk gj bngst udh proses nya lama,1,1,sangat_negatif,0,2025-10-19 00:33:06,1
Semua urusan jd lancar,4,4,positif,3,2024-11-19 12:35:12,0
Sering error saat pemesanan,4,4,positif,3,2024-11-24 14:09:15,0
makin sini makin angel angel.. . enakan zaman dulu.. setelah order lgsg ada.. lah ini harus nyari dulu buat ngasih kode... masya allah bikin kesel aja lah... dah gitu banyak iklan nya lagi.. kenapa selalu bikin emosi jiwa mulu,3,5,sangat_positif,4,2025-06-12 14:26:14,0
heh gojek kalo ngasih itu cari yang dekat² saja jangan kasih yang jauh² kasian bego,1,1,sangat_negatif,0,2025-10-03 18:03:10,1
"perkara sinyal doang ngelag ,yg tadinya mau mesen makan disuruh harus nunggu 60 menit lagi gara gara sinyal",1,5,sangat_positif,4,2025-10-15 21:06:49,1
"tolong kasih tau sama CS yg td saya infoin ada masalah di pesanan gofood buat periksa pastiin ke resto, bukan nya di cek malah ngirim jawaban templet, giliran lama pesanan ga jadi2 ilang. tolong kerja yg bener. pesen gofood dua kali lama nya ga wajar di resto, ga bisa chat kmna2, ga bisa batal, tau2 setelah lama batal sendiri toko tutup,",1,2,negatif,1,2025-09-26 23:31:38,5
"min, ini saya dapet tiap pagi sringnya jauh2..lbh dr 10 menitan.kadang kala sy yg dsuru cNcel sm driver.tapi koq ujung2nya saya yg kenal tegur dari aplikasi krn sring cancel?? kl ga mau d cancel, tolong dong dibenerin sistemnya.jgn dkasih jauh2.padahal driver banyak skitar sini.jangan dimainin biar qt pake tarif mahalan.",3,2,negatif,1,2025-08-29 06:42:52,4
"jeg, kamu kok sekarang pelit bangt buat kasih promo sih, padahal dulu kamu dermawan bangt",2,2,negatif,1,2025-05-24 17:17:14,0
"ahir2 ini pesan lewat GO-FOOD susah dapat driver, udah lama nunggu, eh malah di batalin gitu aja, pake yg express juga rugi, tetap telat datang nya",3,1,sangat_negatif,0,2025-10-05 18:20:40,0
Memudahkan utk antar jemput sekolah dan les,5,5,sangat_positif,4,2025-11-08 06:30:38,0
bagus.memuaskan.terima kasih banyak.,5,5,sangat_positif,4,2025-09-27 17:56:53,0
"gojek lawak bgt, knp akhir-akhir ini loading mulu, jaringan aman, baik wifi atau data seluler, kapasitas ada, tapi pas dibuka loading mulu kek berat bgt dibukanya, tolong benerin coba",4,4,positif,3,2025-11-21 15:41:18,0
entah kendala siyal kadang lokasi penjemputan tidak pas jauh,4,4,positif,3,2025-07-07 15:04:50,0
"selalu pesan makanan di sini GO FOOD, ud langganan",5,5,sangat_positif,4,2025-10-10 04:26:49,0
"bagus bgt semua ada di gojek,layanan terlengkap respon cs nya jg cepat puas bgt pake gojek bykin promonya kalo bisa mksh gojek",5,5,sangat_positif,4,2025-11-16 18:13:15,0
"Mohon di update pada pesanan food untuk pelanggan yg memakai metode TERJADWAL pada resto yg sedang TUTUP. agar tidak mengecewakan pelanggan, mitra pengemudi dan juga pihak resto",2,2,negatif,1,2025-02-13 08:23:45,0
harga lebih mahal dari toko langsung,3,3,netral,2,2025-07-31 17:25:13,0
apk m0nyet . gw bayar bukan numpang,1,1,sangat_negatif,0,2025-10-27 15:14:54,1
gajelas nunggu sejam gak dapat driver gabisa dibatalin,1,1,sangat_negatif,0,2025-11-08 21:56:54,1
Baik dan cepat banyak promo,4,4,positif,3,2024-11-20 14:07:07,1
Ada driver yang deket milih yang jauh alhasil sampainya lama ngejar waktu pesen dri awal sampe 30-40 menit lamanya dtg driver gonta ganti mulu. Driver nunggu 10 menit gk gerak baru cancel itu mah buang waktu tolong aplikasi lebih bagus dan berguna skrg sangat tidak memprioritaskan waktu di perbaiki. Masa harus bayar biar gk telat aplikasi apa ini.,1,1,sangat_negatif,0,2025-10-10 15:38:20,2
"baik, sngat membantu",5,5,sangat_positif,4,2025-10-24 19:34:58,0
hadeh cari driver nya lama bet gw pesen makanan keburu mati yang msen juga,2,2,negatif,1,2025-11-03 21:18:03,1
"Setelah di update,chat gak bisa kirim foto dari galeri.. bisa foto langsung .. bukan nambah bagus malahan menurun..pelayanannya..",4,4,positif,3,2025-04-26 07:53:51,8
"Terlalu mementingkan custumer ,,suami g bisa narik seminggu Krn bintang 1 customer..memang kita seminggu g mkn g jajan apa anak2 tolong dunk gojek jgn main Suspen minimal ada diskusi dl",2,2,negatif,1,2025-02-13 05:34:57,0
udah sering kali pesan tp titik gapernah sesuai padahal uda bener anj kesel gua cok,1,1,sangat_negatif,0,2025-11-06 12:06:06,1
"ini gimanaa si kok suka bgt tiba tiba order sendiri padahal ga mencet,sudah 2 kali kejadian seperti ini,pertama mobil Dateng katanya order padahal ga order ,yang kedua nasi bebek 4 bungkus padahal ga order tiba tiba kurirnya Dateng,ludes tuh uang 247rb,sistem nya amburadul bgt,merugikan org lain,ini terlalu bahaya jika tidak di benarkan,saran saya di benarkan sistemnya ,atau org lain akan merasakan hal yg sama dan hal hasil mereka pindah haluan,sekian.inget 247 RB bukan uang kecil,INGAT ITU",1,1,sangat_negatif,0,2025-11-20 21:33:12,1
"saking gadak nya insentif buat driver, sekarang asal pesan makanan kalau hujan selalu gadapet driver, parahhh mending pesan dari Shopepod",1,1,sangat_negatif,0,2025-11-19 22:01:39,1
"JELEK KALI TAMPILAN MAP NYA, kurang bold pemisah jalan dengan non jalan, jd agak bingung",1,1,sangat_negatif,0,2025-10-26 06:57:51,2
"itu tolong driver gofood DANY SUSENO Bandung Pm aja, Gak Sopan Dia !!",2,2,negatif,1,2025-11-14 18:50:02,1
"aplikasi jelek, server rusak terus",1,1,sangat_negatif,0,2025-10-21 19:48:28,1
terlalu nyolot drivernya babi,1,1,sangat_negatif,0,2025-09-17 20:33:07,1
"pada prinsipnya nyaman, memang sekali-kali ada yang tidak menyenangkan lama nunggu tidak kasih alasan.",4,4,positif,3,2025-04-24 14:58:58,0
"Sangat membantu ,tp kalau sdh musim hujan susah dan bahkan ndk pernah ad yg ambil orderan.",3,5,sangat_positif,4,2024-12-30 06:43:58,0
Sangat cocok untuk kita yg gk suka keluar untuk beli makan,4,4,positif,3,2024-10-13 22:27:31,0
susah cari driver gofood,1,1,sangat_negatif,0,2025-10-24 18:31:07,1
"Aplikasinya cukup membantu terutama untuk mobilisasi. Tapi sayangnya ditahun ini, udah dua kali saya order makanan dan udah lock alamat rumah saya, tp ketika diantar malah ke tempat random yang jauh dari rumah saya. Saya sudah pakai aplikasi gojek lebih dari 3 tahun dan sebelumnya ga pernah kejadian seperti ini. mohon diperbaiki lagi",3,3,netral,2,2025-10-18 12:23:31,9
sangat menyenangkan apa lagi banyak promo yng menggiurkan dompet,5,5,sangat_positif,4,2025-10-25 15:17:01,0
"Udh bagus sih,tapi KLO utk mencari driver nya ketika hujan tolong dipercepat",4,4,positif,3,2025-01-13 13:08:18,0
lah ini udah update tadi aplikasi GO-JEK gak bisa nyala gmna aku ma narik,3,3,netral,2,2025-10-11 07:08:23,1
"kadang ojolnya kurang teliti kaya pesananya ngga Dateng sesuai yang di pesan apa saja ,kadang ada yang kurang tapi sudah bayar",4,4,positif,3,2025-07-31 17:18:43,0
cukup bagus.tapi boleh minta tolong misalnya kalo sudah pesan gojek atau gocar tapi gak datang datang kelamaan langsung maksimal 5 menit langsung ganti driver.ok,4,4,positif,3,2025-07-31 17:40:51,0
sikap driver yg ramah sopan bikin pelanggan makin aman terimakasih pak Bu untuk driver²ojek online karna kalian kami bisa tepat waktu di setiap tujuan kami sehat selalu untuk kalian,5,5,sangat_positif,4,2025-09-25 06:29:36,0
"ada kalanya driver kurang hati2 ,tapi lebih byk baiknya",4,4,positif,3,2025-04-25 11:12:12,0
aplikasi yang ga jelas..orderan bisa sampe Dateng 3 kali.padahal sebelumnya sudah ada notif tidak dapat mencari driver. stelah di tutup aplikasi malah pada datang driver tanpa di pesan. dan semua meminta ganti rugi,1,1,sangat_negatif,0,2025-11-09 13:22:00,4
apa apan anjg ga bisa di buka,1,1,sangat_negatif,0,2025-10-20 16:52:55,2
"bagus, jadi mudah untuk kemana harganya juga terjangkau",5,5,sangat_positif,4,2025-10-18 19:52:44,0
harga makanan gofood 15rb ongkir dan penanganan 30rb 2x lipat coy iya ada promo cmn ada minimal pembelian di 80rb - 100rb ke atas proml buat orang kaya doang tu qt yg anak kos mau blanja satuan kaga ada,2,2,negatif,1,2025-04-01 22:00:55,0
aplikasinya lemot udah pake versi terbaru mau update lama banget ga selesai2 padahal internet full haduhh,2,2,negatif,1,2025-04-29 22:53:41,0
Bagus bgt membantuuu bgt,4,4,positif,3,2024-10-15 11:20:57,0
"gofood susah dpt driver , tdk profesional, konsumen hrs menunggu berjam2. tdk ada solusi",3,3,netral,2,2025-11-14 19:46:52,1
memudahkan perjalanan ketika gadak angkot yang lewat,5,5,sangat_positif,4,2025-10-20 20:31:38,1
Gojek makin gak jelas karna ada orderan dobel jadi harus lebih lama menunggu,2,5,sangat_positif,4,2025-01-06 11:31:15,0
lebih cpet datang kebtpat t7an,3,3,netral,2,2025-03-26 11:47:46,0
ongkir terlalu mahal buat go food,4,4,positif,3,2025-04-21 20:43:04,0
"apk nya eror, tadi saya pesan mobil ga di terima tapi kok udah nyampe aja sedangkan yang diterima dalam perjalanan jadi saya batalkan aja.. tolong dibenerin dong!!",3,3,netral,2,2025-04-02 16:39:48,0
"tolong di update fitur bisa order now dengan kode di mana pun berada, saat ini hanya tampat2 tertentu saja yang bisa",5,5,sangat_positif,4,2025-11-03 08:39:59,0
diskon dan voucher hanya iklan PHP,3,3,netral,2,2025-11-17 05:55:41,1
Jasa transportasi yang menyenangkan dan aman,4,4,positif,3,2025-02-08 19:22:05,0
"sebenernya bagus, masalah nya udah mau upgrade ke gopay plus kan pake ktp pas nunggu lama malah ngak berhasil dan malah tulisan nya tidak sesuai dengan ketentuan padahal kamera hp jernih",2,2,negatif,1,2025-10-17 08:26:58,1
drivernya banyak yg gak ramahh.,3,3,netral,2,2025-06-13 19:11:22,0
server lu lemot bet babik,1,1,sangat_negatif,0,2025-10-24 07:33:48,1
kasi harga yg bnr la gjls bgt goride gd 2 kilo ko bisa smpe 20ribu di sebelah aja 9rb NO VOUCER,1,1,sangat_negatif,0,2025-10-31 02:45:27,1
"Kurang suka sama sistemnya, masak setiap pembelian terutama gofood, selalu saja susah dicarikan driver untuk mengambil pesanan, dan ujung-ujungnya dibatalkan. Ya kalau proses pembatalan kurang dari 20 menit ya gapapalah, ini setelah nunggu orderan estiminasi waktu sampai 50 menit terus tiba-tiba dibatalkan ya, siapa yang ga kesel. Banyak kebuang waktunya hanya untuk menunggu. Semoga kedepan diperbaiki lagi y, seenggaknya diusahakan gitu jangan dibatalkan tiba ,Kan repot juga nunggu 50 menit lg",2,1,sangat_negatif,0,2024-12-24 18:45:04,10
cari drivernya terlalu lama dan driver selalu mengcancel pesanan tanpa alasan yang jelas,2,2,negatif,1,2024-12-05 06:10:25,2
ko harganya malah makin mahal ya padahal tujuannya GK berubah,2,2,negatif,1,2025-11-07 13:20:14,1
"Selalu puas sama pelayanan gojek,tapi kemaren saya dapet beberapa driver ngselin plis bgttt jangan ketemu lagi sama yang kaya gtu,tapi selebihnya dari itu gojek oke banget",4,4,positif,3,2025-03-06 17:24:03,0
nggk tau kenapa tapi susah banget dapet gojek. PAS KU CANCEL MALAH GO-PAY KU NGGK BALIK EMANG APLIKASI ANEH,1,1,sangat_negatif,0,2025-10-25 20:16:30,2
"ajarin ke drivernya kalo misal kita udah cancel ga usah marah marah itu hak customer buat nge cancel jangan bawa bawa agama juga lah aneh. Jadi tetangga saya ada driver ojol terus saya cancel orderannya dia marah marah ga jelas, padahal kalo emang bukan rezeki dia yaudah ribet banget",2,2,negatif,1,2025-10-25 08:51:31,1
gojek paling thebest,5,5,sangat_positif,4,2025-11-22 06:48:28,0
"apknya bagus pesan makanan di gofood sudah nunggu lama, sudah sangat lapar, eh ga taunya ga dapat driver, udah gitu mau pesan lagi ongkirnya udah berubah naik, kecewa banget",3,3,netral,2,2025-05-20 17:01:59,1
gofood terlalu besar ambil untung dari harga makanan yg ditawarkan ada yg sampai 40 lebih itu terlalu tinggi TDK pantas. padahal anda hanya menjual aplikasi. lama2 kalau TDK terpaksa orang malas pakai gofood,3,3,netral,2,2025-10-19 13:39:20,1
Jelek tidak dikirim nomor OTP Brensek! Dan tidak bisa memverifikasi nomor hp,1,1,sangat_negatif,0,2025-09-22 16:21:56,2
niat gak sih jemputan sering telat terus di cansel Mulu.,2,2,negatif,1,2025-03-22 17:43:14,0
sy kasih bintang 3dulu karena sy blm pernah pakai aplikasi ini klu bagus sy tambah lagi,3,3,netral,2,2025-04-12 08:16:26,0
Ini gk ada diskon apa ya buat gofood karena membantu bgt kalau di tanggal tanggal tertentu,4,4,positif,3,2025-07-15 21:58:21,1
mantab semua tersedia,5,5,sangat_positif,4,2025-09-26 11:49:07,0
"sering bgttt telat, ampe sejam setengahhh sendirii, mana uda laper bgttt, katanya tepat waktu gmn si min",3,3,netral,2,2025-06-06 12:23:39,0
"Sudah bagus. Tapi memang masih ada beberapa pengemudi yang kurang terutama pengemudi gocar. Tdk semua tpi ada. Jujur saya pake gocar bukan untuk gaya2an tapi memang krna sya butuh. D harapkan dri pihak gojek bsa melakukan seminar, bimbingan, pengarahan, dan role play tentang service excelent utk para pengemudi gojek. Smoga k depannya bisa lebih baik lgi. Sngat membantu sya yg gak bsa mengendarai kendaraan ini. Bravo gojek. Good luck.",4,4,positif,3,2025-07-01 10:16:11,0
mantap gojek sukses sllu,5,5,sangat_positif,4,2025-11-04 14:18:26,0
sama kaya gopai apk g jelas main blokir awas gopai apk maling,1,1,sangat_negatif,0,2025-10-20 03:07:15,2
"Sangat Kurang,didaerah kecil masih belum banyak yang berminat memasang diskon dan juga event yang tidak terlalu menarik di bagian GoFood",2,2,negatif,1,2025-01-30 02:45:19,1
knp g ada yg mau ambil ya sdh 1jam.pdl ada driver gocar dekat rumah...dr tarif rendah smp tinggi pun g mau ambil.pdl jalan jg gak macet lebaran begini,2,2,negatif,1,2025-03-31 11:24:10,0
"apk gak jelas , susah ngetik alamat - bikim emosi",1,2,negatif,1,2025-10-31 17:31:03,1
Sekalinya erorr menyebalkan dan memuakkan,5,5,sangat_positif,4,2025-09-27 13:44:25,1
kenapa Makin Mahal Ongkos perjalanan?,3,3,netral,2,2025-10-18 16:37:36,1
"notif promo kalau cuma hoax jangan spam,, notif doang promo diklik spam tidak ada promo",1,1,sangat_negatif,0,2025-11-12 18:11:13,1
"bukan pake hemat pun sekali mesan gofood lama x hampir 40-50 menit paket hemat gofood malah hampir 1 jam, sak habis waktu makan siang baru datang",2,2,negatif,1,2024-12-05 21:16:49,0
"Harga semoga bs lbh murah lagi, jd bs bersaing dengan sikuning",4,4,positif,3,2025-03-15 15:56:31,0
"sebaiknya untuk motor listrik jangan dikata gorikan dlam kendaraan lebih besar,karna mnurut saya kurang nyaman dinaiknya untuk cust yg punya bdan besar kya saya sring dpetnya skrng motor listrik",4,4,positif,3,2025-10-21 11:51:57,2
"Hampir sejam,, gak ada yg mau nerima ambil paket dari kota tua ke cengkareng,,tlong di perbaiki lgi",3,3,netral,2,2025-03-18 16:42:46,1
"Gojek bagus, tapi sayang pada saat pembayaran tagihan paylater tidak bisa diklik, ditunggu sampai besok nya ternyata kena denda 50.000 karna lewat 1 hari, tagihan cma 100.000 langsung 50 denda ny, gaada otak nya terutama bagian paylater nya, coba gojek kontak saya deh saya ada bukti nya emg gabisa diklik bayar di aplikasi kalian ini, pas dicoba di android baru bisa, takut lewat 2 hari jadi 100.000 dendanya, awalnya ak kasih bintang 5 gojek tapi ubah deh jadi cukup bintang 1",1,1,sangat_negatif,0,2025-11-02 09:16:12,15
"Akhir akhir ini aplikasinya sering gak respons, gak bisa dipencet menu menunya padahal udah paling terupdate",4,4,positif,3,2025-02-21 20:59:27,0
Cukup membantu dalam segi akses,4,4,positif,3,2025-02-09 12:51:36,0
"selalu dimanjakan bnyak promo,dr gojek, gocar dan gofood,pokoknya suka",5,5,sangat_positif,4,2025-11-02 17:15:10,0
kebanyakan biaya admin,3,3,netral,2,2024-12-09 22:44:59,0
ini gimana ya tiba2 saldo gopay saya ke ambil 10rb. padahal saya cuma pakai untuk pesen tiket aja gd yg lain.,1,1,sangat_negatif,0,2025-11-14 07:44:29,1
Drivernya ramah berkendara aman,5,5,sangat_positif,4,2025-11-12 11:37:55,0
saya lagi buru buru mau pake gotransit malah error,1,1,sangat_negatif,0,2025-09-20 08:35:41,1
jadi gini kemarin temen kirim barang dari pondok benda ke tangerang kota itu sangat jauh.. dan pihak driver cuma dapat 40ribu kotor karena belum di hitung bensin dan biaya motor lainya.. bagi saya sebagai manager lapangan di salah 1 perusahaan itu sangat kecil jika kalkulasi bersih hanya tersisa mungkin 20ribu.. untuk temen pengguna setidak berikan driver uang lebih sebagai tip.. bagi kita sedikit mungkin bagi mereka membantu banyak.. kita tidak pernah tau apa yang akan terjadi di jalan,3,3,netral,2,2025-10-03 17:36:51,2
Udah dibayar lunas tapi gak di acc gopay pinjaman nya. Nunggu terus,3,3,netral,2,2024-12-13 11:03:47,0
Kenapa tiap hari ada notifikasi verifikasi email. Tiap hari Saya verifikasi dan tiap hari juga ada notifikasi verifikasi email. Ini kurang kerjaan ato apa?!. Illfeel banget tiap hari nongol notifikasi verifikasi email. Prosedurnya begitukah?,2,2,negatif,1,2025-06-12 17:46:23,1
g pernah ggl dlm pelayanan customer,5,5,sangat_positif,4,2025-10-20 22:23:23,0
lebih ramah pengemudi gojek dari pada akun sebelah,5,5,sangat_positif,4,2025-10-14 03:35:09,0
"Mau bayar tagihan malah suruh update mulu aplikasi sudah terbaru woy,, trs mau diupdate gmn lagi",3,3,netral,2,2024-10-30 17:13:23,0
"Halo, ini aplikasi Gopaylater saya kenapa tidak bisa di gunakan setiap akan melakukan pembayaran di Tokopedia. Pdhal itu toko Official yg bekerja sama dengan Gojek. Selalu notif di tinjau ulang, di coba bulan berikutnya pun tetap sama. Apakah limit saya cuma Gimmick aja ?? .. alias cuma PHP !!!",1,1,sangat_negatif,0,2025-10-03 14:40:30,12
"Tolong banget kalau bisa alamat untuk goride sama gofood dibedakan. Saya sempat beli makan, gofood otomatis atur alamatnya ke lokasi terakhir saya dijemput goride. Jadinya salah kirim.",3,3,netral,2,2025-09-20 12:57:58,2
Cepat responya.. terimakasih gojek,4,4,positif,3,2025-02-08 06:52:31,0
Sekarang order gofood lama banget dapet drivernya... sekarang ada sistem gabungan pengantaran... makin jadi lama..,3,3,netral,2,2024-12-22 21:40:02,0
lumayan bingung bagusnya drivernya familiar,4,4,positif,3,2024-11-28 13:58:05,0
"baru kali ini dapet orderan langsung 2 kali rencana mau mesen tapi ga dapet dapet driver akhirnya ngulang, pas kedua kalinya tetep ga dapet berujung saya batalin buat lanjut, ternyata selang puluhan menit tbtb dapet telepon dari driver kalo udah sampe di titik jemput, dan langsung 2 driver.. maaf tapi sistemnya memang lagi down atau saya yang salah ya? bingung banget pas dapet kejadian begini",3,3,netral,2,2024-11-05 17:34:32,2
"Gojek bikin kebijakan paket ekonomi tidak persetujuan driver ya!!! Ko saya dikomplein karena menggunakan paket tersebut oleh driver gojek,,,",3,3,netral,2,2025-02-19 18:06:10,0
"TOLONG DONG ITU PARA PEKERJA GOJEK DI AJARIN TATA KRAMA LAH,TAU ADA GENANGAN AIR DILEWATIN AJA SAMPE KECIPRATAN KE ORANG LAIN,KADANG ADA YANG LAWAN ARAH TOLONG LAH KASIH ATURAN YANG KETAT LAGI WOI,SORRY YA GUA BINTANG 1 KARNA GUA DAH MUAK SAMA PEKERJA GOJEK YANG GA TAU ATURAN ITU",1,1,sangat_negatif,0,2025-10-31 13:33:16,1
"Makin kesini makin parah,sekarang susah klo ingin mantau titik lokasi driver dikarenakan titik koordinat sering NGELAG BERHENTI",2,1,sangat_negatif,0,2024-11-21 11:53:57,0
sombong banget supir gojeknya. giliran hujan pada gak mau terima orderan. kalau harga mahal mending bluebird.,2,2,negatif,1,2025-11-19 17:45:36,1
untuk yg pengusaha semoga lancar terus gofoodnya,4,4,positif,3,2025-11-05 16:21:38,0
update mulu hampir 2 hari sekali.. kenapa si?,2,2,negatif,1,2025-10-16 06:48:48,1
terimakaih banyak sudah membantu mengantar saya pulang ke rumah,5,5,sangat_positif,4,2025-11-06 18:22:42,0
"no komen, the best gojek",4,5,sangat_positif,4,2025-10-26 02:07:05,0
kenapa ya gojek ko semakin mahal,4,4,positif,3,2025-11-20 19:54:21,1
Cukup senang dan cukup baik cm kl pas butuh susah sekali dpt driver itu aja sih lainnya om,4,4,positif,3,2024-12-14 23:34:41,1
"sekarang gojek sangat jarang sekali buat kasih promo di gofood. Terlalu banyak rules buat dapetin promo, contoh harus bayar pake pay later cc. Tolong adain promo banyak lg kaya dulu dan aturan o pembayarannya ga harus yg pnya cc pay later.",2,5,sangat_positif,4,2025-09-23 06:11:02,1
"pesen makanan disini, ga sat set, luamaaa puooolll, driver nya juga ga ramah.",2,2,negatif,1,2024-11-21 16:23:29,0
pengalaman menggunakan gojek sjauh ini baik...tp sering terjadi kendaraan yg dtg berbeda dengan yg tercantum di aplikasi...mohon lebih perhatikan lagi selebih y,5,5,sangat_positif,4,2025-11-13 04:36:34,0
"CS ga problem solving,pesan gofood tertera jelas tidak dicancel berulang kali oleh driver,diblngnya sudah proses dan driver sedang ke resto,posisi malam lapar,kalau ketiduran nggu pesanan lama,yg ada customer dengan driver bisa gontok2an",2,2,negatif,1,2025-01-29 22:46:12,0
Sering dpt order jauh..padahal area tersebut banyak driver Ada apa dengan aplikasi gojek Padahal g hujan ...kok sering jebless,4,4,positif,3,2024-12-12 10:06:10,0
"g suka bgt sm sistem go food ny, mau nikmatin promo malah gd driver yg mau ambil pdhl ud nungguin lebih dari sejam setengah karna tulisan beberapa menit lgi karna telat gitu mulu, bahkan mau confirm sm pihak resto jg gbisa karna fitur chatny dari lama ud g dikasi akses",2,2,negatif,1,2025-01-30 22:42:48,1
Driver nya suka ngebatalin spihak,4,4,positif,3,2025-02-14 20:22:27,0
"Ko gofood nya makin mahal si, bener2 GK ada promo. Promo buat bank tertentu buat apa kaga ke pakee",3,3,netral,2,2024-12-10 14:23:18,1
pas bngt buat LG butuh,4,4,positif,3,2025-05-27 20:53:04,0
Gojeknya ga mau ambil soalnya jalannya ga ada di map. Malah di cancel dikira FIKTIF.,3,3,netral,2,2025-03-08 13:54:33,0
tolong notifikasi pesan driver ke pelanggan bisa dimunculkan. karna saya harus sering bolak balik liat menu pesan dri driver ke pelanggan berkali-kali. kurang efisien.,4,5,sangat_positif,4,2025-08-03 13:05:57,3
"5 menit buat nunggu dapet driver? posisi padahal disekitar ada 9 driver, kenapa harus kasih driver yang terjauh dulu? aneh",3,5,sangat_positif,4,2025-05-03 17:52:22,0
"suka bngt sm aplikasi ini,simple,td bagus pakek banget",5,5,sangat_positif,4,2025-09-22 10:05:48,0
"Murahin lg dong tarifnya, masa sama aplikasi kuning bisa beda goceng jarak yg sama",3,3,netral,2,2025-04-04 20:16:31,0
