review,rating,sentiment,sentiment_label,date,thumbs_up
"apa lagi pembaruan ? setiap buka aplikasi kembali terus , tolong penjelasannya",2,2,negatif,2025-11-12 20:15:02,1
gofoodnya sering banget telat² estimasinya di ulur ulur terus. padahal gak jauh2 amat tapi bisa makan waktu 1 jam,2,2,negatif,2025-06-27 17:01:14,1
semoga bisa lebih baik dan terjangkau,5,5,sangat_positif,2025-10-17 20:45:44,0
"Kenapa ongkir sekrang semua mahal, biaya penganan jga, mhl dr yg di gopaylater di blokir ntah tdk alasan yg masuk akal, trs gopay pinjam jg gak bisa acc lg, semakin kacau gojek beralihlah ke shoppe gak ribet bungat ringan,",2,2,negatif,2025-04-25 15:03:01,0
"gw sangat tidak merekomendasikan fitur gopay later apalagi gopinjam.masa baru telat sehari karena gajihan di undur,bagian penagihan udah ngancam dengan bahasa yang kasar juga! mau bukti? saya ada screen shot nya",1,1,sangat_negatif,2025-11-18 11:15:08,2
"sangat tidak rekomendasi musim hujan driver selalu ada yang mau ambil, berbeda dengan aplikasi sebelah yg setiap keadaan mau diorder. semoga baik lagi layanannya karena kalau hujan banyak driver tidak mau ambil padahal ordernya mobil",3,3,netral,2025-10-25 11:21:16,25
"katanya akun saya bermasalah sudah 1 bulan dan tidak di perbaiki, saya tidak bisa pesan go ride, gocar, dan go food saya juga sudah ke costumer service tapi sama saja",2,2,negatif,2025-03-27 12:42:40,0
makin lama apk makin ga akurat! banyak ntah salah driver apa emg apk ny yg error tp sering kali mesen dan driver stuck dan ga jalan sama sekali. Setidaknya kalau ada kendala dijalan sebaiknya driver jawab.,2,2,negatif,2025-10-05 19:24:43,1
"aplikasinya payah padahal sudah super app karena saldo saya hilang cuma karena koneksi internet yang tidak stabil dan sudah refresh serta menunggu lelet . Harusnya kalau internet tidak stabil, tidak bisa melakukan transaksi gagal jadi saldo tetap, ini malah berhasil dan tidak tercatat di riwayat transaksi. Ini akan sangat merugikan pengguna yang mempuyai saldo lumayan banyak jika seandainya tiba2 koneksi tidak stabil. Tolong diperbaiki aplikasinya kita sebagai penguna jadi was2 karena sistemnya.",5,5,sangat_positif,2025-10-10 07:08:30,0
"tolong buat yang benar, Masa order traktir untuk driver tapi di ambil cs tolong dong di tindak lanjuti costumer yang nakal nakal ini dan suka mengakali ada",1,1,sangat_negatif,2025-10-25 00:37:15,1
"lama, driver disarankan yang jauh2, nunggunya banyak dan driver nya tidak jelas",2,2,negatif,2025-05-11 16:48:33,0
"Cukup berat, butuh yg bagus untuk agar lancar",4,4,positif,2025-04-22 23:06:49,0
sangat kecewa dgn aplikasi gojek setelah pinjamgopay di lunaskan malah di tolak pdhal sdh lama jd pengguna gojek dan tdk pernah telat dalam pembayaran semoga bisa dipertimbangkan kembali,1,1,sangat_negatif,2025-11-14 17:07:23,3
"Go send, go food, go car semuanya oke banget. Terima kasih telah membuat hidup lebih mudah",5,5,sangat_positif,2025-11-02 11:56:20,0
"bintang 4 aja , buat driver makanan sama gocar sering gapunya kembalian .",4,4,positif,2025-09-23 12:02:10,0
TERUS BIARKAN OKNUM DRIVER YG TAK PUNYA ADAB YA!,1,1,sangat_negatif,2025-10-17 21:43:46,1
"aplikasi sampah. lu kalau ga bayar pencairan cepat lama banget dapet nya. tapi kalau bayar ekstra, ga ada 10 detik langsung.",2,2,negatif,2025-11-07 21:53:09,1
"Diupdate malah ngk bisa login lagi, keterangannya suruh install ulang dr di playstore, aneh loh,,, orang updatenya juga dari playstore ini malah gagal, parahhh",1,1,sangat_negatif,2025-11-12 08:59:43,3
tepat waktu dereper nya sopan propesional,5,5,sangat_positif,2025-11-09 05:43:04,0
selalu lama mendapatkan driver,2,2,negatif,2025-05-04 19:07:16,0
"cukup baik. Namun pada bagian layanan go shop, banyak driver yang membatalkan pesanan sehingga kesannya belum ada atensi lebih pada Mungkin bisa jauh lebih ditegaskan kepada agar jauh lebih pada layanan customer. Sehingga memunculkan kesan seolah-olah mau mengambil orderan karena alasan personal. Untuk sekarang 3 dulu, semoga dievaluasi dan lebih baik.",3,3,netral,2024-11-09 19:01:39,14
Data saya di retas kayak mana mau masuk ngk bisa ylong plis gojek,3,3,netral,2024-11-04 20:08:43,0
Woy balikin duit gopay gua kenapa lu pada seenaknya masukin ke tabungan jago,2,2,negatif,2025-01-13 21:00:03,0
"ketemunya driver yg ga humble galak mlulu, marah2 kemurahan pdhl yg tentuin harga dr officenya bukan customer, marah2 ga sesuai titik, ga baik ke customer, dan kl pesen makanan ga ada kembalian",1,1,sangat_negatif,2025-10-10 06:59:58,1
"banyak driver gocar jdi d pesan sudah dapat diam trus driver ya tidak d dan harus saya yang cancel trus dan akun gojek saya jika gk bisa pakai promo lgi, tolong bergerak edukasi driver gocar kalian",1,1,sangat_negatif,2025-09-22 09:20:56,1
sangat membantu saya ketika salah satu anggota bepergian tidak ada yg antar... semoga gojek selalu ada dan selalu memberikan pelayanan yg terbaik buat masyarakat.,5,5,sangat_positif,2025-11-12 07:22:24,0
"sangat membantu ,map akurat",5,5,sangat_positif,2025-10-24 11:44:27,0
"lamaa respon kalo ada bantuan, kalo ada gangguan yang info ke customer jgn order atau minimal apps nya tutup dulu sedang maintenance, gajelass bangeett, kecewa banget sumpah, padahl gak pake aplikasi lain selain gojek dan gopay, tpi customer care nya lambat bangett! minimal yah nihh maintenance dulu apps nya jgn ksih org pke klo error dasar udh kek mau nipu org kalian",1,1,sangat_negatif,2025-11-02 03:02:58,11
"sllu oke,TDK menunggu lama setelah dipesan dan apl gojec cepat respon setelah di order,,kerja SM yg baik,,trima kasih SDH hadir",5,5,sangat_positif,2025-09-30 13:16:11,0
parah ga bisa sambungin link aja,2,2,negatif,2025-05-11 09:35:39,0
so far belum pernah kecewa dengan layanan gojek maupun gofood. semoga gojek selalu memberi pelayanan terbaik untuk pelanggannya.,5,5,sangat_positif,2025-10-20 07:22:13,0
senang sekali bisa terbantu disaat genting alias perut,5,5,sangat_positif,2025-10-12 22:33:12,1
"pertama pakai harganya sedikit pricey lah dibandingkan apk lain, niatnya langganan 30 hari biar lebih hemat dikit malah tambah kemahalan gojek nya jauh berbeda harga sebelum langgana, pas langganan kok harganya malah tambah naik aneh banget kalo tau gitu gak bakal beli paket langganan sangat menyesal",2,2,negatif,2025-07-10 21:09:39,29
Gojek Makin Hari Makin Bagus,5,5,sangat_positif,2025-09-29 10:33:12,0
Aplikasi bagus drivernya bagus tapi sayang kenapa tiap ketik alamat aku gak terditeksi gimana sih,3,3,netral,2025-01-16 10:20:15,0
"Sekarang gojek mahal. Apalagi gofood, ongkir mahal padahal jarak kurang dari 1 km. Biaya ongkir penanganan lebih mahal dari harga makanannya. Harga makanannya pun lebih mahal daripada grab dan shopee, padahal di resto yg sama. Diskonnya jg minim, jarang, dan cuma berlaku utk pembayaran pakai kartu kredit tertentu aja. Potongan komisi ke driver dan resto kelewat besar. Kasihan driver dan UMKM nya. Aplikasi karys anak bangsa yg ngisep darah dan keringat mitra sesama anak bangsanya.",2,2,negatif,2025-02-17 09:49:40,0
gojek aplikasi besar klau kasih paylatter yg lama pakai ini aplikasi..tiba tiba kena review pay latter brusaha bayar..kmrin sudah bisa kembali digunakan paylatter nya..pas mau di pakai di blokir lagi..saran saya klau dah kga mau kasih paylatter aj..dan kga usa lagi..saya masi ada pay latter nya kok..jgn bikin pelangan lah,2,2,negatif,2025-09-26 13:31:27,2
"kalau setelah hujan, sulit kalau driver. mencari driver ada sudah yang mau jemput. suka Tiba-tiba batalin sepihak",4,4,positif,2025-10-24 17:03:46,1
buat transportasi nya bagus tp klo buat gofood kurang banget karna sudah ditunggu sejam ttpi tidak kunjung berubah juga statusnya disuru nggu berjam2 akhirnya harus dibatalin kejadian nya ga sekali dua kali aja tp sering.sayang bgt ya pdhl saya pengguna gojek bangettt tp kecewa sama layanan gofood nya,3,3,netral,2024-11-11 18:41:10,2
"nunggu cri driver lama,,, Mau g mau Kalo . D gabisa juga batalin",2,2,negatif,2025-04-04 19:02:03,0
"Tolong dong buat area sukabumi driver nya di eval kebanyakan pada ngelunjak, mana ada yang gak tau daerah ya ampun",4,4,positif,2025-03-17 18:51:13,0
"kepada customer, biasakan kalau memesan layanan GO-RIDE itu jgn seenak jidat. udah pesan dan mendapatkan driver, tiba tiba dicancel. ada lagi, ketika memesan layanan GO-RIDE dan driver sudah mengatakan mohon ditunggu itu artinya YA TUNGGUIN, JANGAN SEENAK JIDAT CANCEL ORDERAN BAHKAN DENGAN ALASAN DRIVER TIDAK MAU AMBIL ORDERAN INI. AKUN DRIVER JADI BUSUK KARENA KEDZALIMAN CUSTOMER YG SEPERTI ITU. dan kepada APLIKATOR, tolong DIBENAHI APLIKASI NYA, sehingga tidak MERUGIKAN DRIVER",1,1,sangat_negatif,2025-11-03 09:16:00,5
"sejak auto log ot jadi lemot banget, mau order layanan jadi lebih susah dan lama. plis benerin lagi ya tim gojek",4,4,positif,2025-07-18 19:06:48,1
"aplikasi bagus, harga murah, merakyat",5,5,sangat_positif,2025-10-11 23:45:24,0
"Gojek area grabag magelang kekurangan driver,setiap pesan selalu lama menunggu..",2,2,negatif,2025-05-19 09:04:36,1
kegedean nya kurang buat driver buat aplikasi,4,4,positif,2025-03-29 00:56:01,0
"Pesan gocar tapi kecepatan mobil yg jemputnya aneh, terlalu lambat",3,3,netral,2024-11-23 11:36:29,1
Baru kali ini pake gojek aplikasi di buat kecewa sama driver nya . Beberapa kali di tolak gocar alesan nya tidak jelas bahkan ada minta untuk orderan offline di luar harga tarif yang ga normal.. please admin driver model gitu cut off aja,2,2,negatif,2025-02-27 20:58:07,0
Susah banget dapet driver,4,4,positif,2024-12-20 19:02:14,0
gajelas titik lokasi kadang tiba tiba berubah jadinya nyusahin driver,2,2,negatif,2024-12-09 23:03:17,0
meningkat karena pesan update yang sangat informatif. updet 5.39,2,2,negatif,2025-11-15 22:03:35,1
pelayanan baik dan ramah,4,4,positif,2025-05-11 10:20:52,0
"bantu saya untuk hapus akun secara permanen,knpa sudah dicoba berkali2 masih blum bisa hapus akun..",2,2,negatif,2025-11-01 12:41:08,1
well over all not bad,4,4,positif,2025-08-09 21:18:48,0
membantu diwaktu Sangat mendesak...,4,4,positif,2024-12-15 20:21:17,0
"driver yang banyak ramah nge cancel, ga nya",2,2,negatif,2025-08-07 15:08:37,0
Apakah tidak ada sistem yg bis mengatur supaya dapat driver terdekat dr lokasi kita?? Apakah menyenangkan membuat customer menunggu terlalu lama?? perbaiki aplikasi biar seperti GRAB yg cepet dapet driver untuk order makanan dll,1,1,sangat_negatif,2025-10-10 18:47:24,1
Ngeselin banget . Masak lokasiku bisa di negara lain sih. Mana mau kerja jadi gak bisa berangkat kerja cuma gegara ginian doang,3,3,netral,2024-12-09 14:57:12,0
Sekarang kenapa ya kalo mesan dapat drivernya yang jauh jauh ?tolong di perbaiki lagi !!!kasian drivernya jemput customer kejauhann!!kita juga customer nunggunya jadi lama !!!,3,3,netral,2024-12-11 08:02:14,1
tadi saya pesen gojek hp saya ntah eror entah apa tiba2 ke cancel sendiri pas2 an yg kena cancel dekat sama lokasi saya trus si bapa nya cancel2 marah2 sama saya kamu punya otak tidak Kamu sekolah tidak dimana hati kamu aku yang ngk ny apa2 bengong salah saya dimana trus di bilang knpa saya di cancel kta bapa itu trus saya masi bengong knpa pak? saya tanya trus kt bapak tau kmu punya otak tidak belakangan ini orderan susah kenapa saya di datang2 kt bapa itu apa nya pak saya tanya trus kt,2,2,negatif,2025-02-13 16:48:47,0
Pelayanannya lamban sekali dan penyelesaian juga tidak sesuai dengan apa yang diterapkan.. Hasilnya sangat mengecewakan..,1,1,sangat_negatif,2025-11-02 18:40:44,5
"bagus cuman kadang aku pake pengiriman ekspress di gofood itu suka telat 30 menit sampe sejam,nunggunya lama dan estimasi waktunya ngaco katanya tinggal 15 menit aku liat 30 menit kemudian ttep 15 menitt",4,4,positif,2025-09-23 13:20:39,2
Kalau hujan kenapa gada yg ngambil kntl?,1,1,sangat_negatif,2025-10-19 19:07:33,1
GABISA. BAYAR NGEBUGS DR GOPAY TBTB MAU APLIKASI QRIS MULU,1,1,sangat_negatif,2025-11-03 14:16:58,1
"GOJEK JGN SEMBARANGAN MEMPERKERJAKAN DRIVER, UDH MAH MAHAL DRIVER NYA - ATTITUDE SEMUA, MOTOR NYA TIDAK NYAMAN",1,1,sangat_negatif,2025-10-22 13:20:54,1
selalu ditolak sama drivernya,1,1,sangat_negatif,2025-10-24 17:43:56,1
"sebenernya bagus ya aplikasi ini, tapi kenapa saya memberikan bintang 2, di hal makanan, ketika memesan makanan dan ngga bisa di batalkan, padahal saya sudah nunggu sangat lama hanya karena belum dapat driver, saya butuh segera untuk makanan tapi karena driver yang ngga terlalu banyak sampai melebihi batas waktu estimasi makanan belum belum sampai hanya karena belum Nemu driver.",2,2,negatif,2025-07-19 06:45:36,27
Sering beli makan via gofood enak praktis,4,4,positif,2025-03-12 10:31:47,0
aplikasi nya g bisa d pakai... jangan tebang pilih dong... yg lain kan jg butuh..,3,3,netral,2025-10-04 23:08:47,0
gua baru ngerasain malah. gua tadi pesen go-jek comfort gitu tapi yang datang malahan motor jelek.? tau gitu gojek hemat seperti biasa. tolong gojek gimana sih?,2,2,negatif,2025-05-29 19:40:59,0
"reward koin gopay in tidak masuk ke coin,gimana cek ni",5,5,sangat_positif,2025-10-13 08:31:35,0
semakin hari semakin ga ada promonya malah harga nya ga masuk akal mending pindah ke sebelah promonya jelas disini udh promo malah harga nya jauh lebih mahal makin ditinggalkan kau gojekk,1,1,sangat_negatif,2025-11-18 11:17:37,1
mudah penggunaannya dan murah dikantong,4,4,positif,2025-08-07 08:58:37,0
"Gocar sering gak respon, gak jalan, nunggu lama. Akhir nya di cancel nanti cari lg malah ambil yg jauh bgt",2,2,negatif,2025-01-26 12:35:29,0
bagus aplikasinya ...mudah siih...luar biasa,4,4,positif,2025-04-06 16:18:31,0
masak udah lama bertransaksi tapi gopay later sya gak di aktifkan,5,5,sangat_positif,2025-11-16 03:39:46,0
aplikasi ini berguna,5,5,sangat_positif,2025-09-27 10:05:31,1
"sering mengalami kendala saat melakukan sesuatu di aplikasi ini, terkadang juga tidak dapat memberikan rating pada kurir atau tidak dapat memberikan tip saat selesai pengantaran",2,2,negatif,2025-05-09 17:35:42,1
"suara notif lu kenceng bgt buset. gua lagi presentasi tb bunyi notif gojek gema seruangan. kenceng bgt cok padahal vol gua cuma 10 . tolong lah kecilin dikit, gua malu anjir",2,2,negatif,2025-05-06 14:04:43,0
"sekarang ongkirnya pricey banget gak masuk akal masak bisa 20 an ribu padahal jaraknya juga gak yang jauh banget, terus biaya lainnya juga sekarang sering nambah, waktu tunggu kalau pesan gofood juga lelet banget bisa nyampek satu jam, dan sering dibatalkan karena gak ada driver yang pick, mengecewakan banget pokoknya sekarang",1,1,sangat_negatif,2025-05-20 17:21:36,0
gojek sangat membantu slalu siap setiap saat.,4,4,positif,2025-11-20 16:47:31,0
"tolong utk gojek mobil banyak yg sok bgd klo hujan pd cancel sendiri drivernya, utk apa ada gocar klo driver gocar saat hujan dibatalin, sudah pkai ofline dan kasih tips jg tetap mereka batalin, tindak utk driver yg begitu, klo niat cari uang terima semua disegala kondisi. note titik jemput antar tdk ada kondisi banjir saat hujan.",2,2,negatif,2025-08-20 18:25:21,0
"dengan membantu,apalagi pay promo murah nya...,dan go Sangat later nya..,top dah",5,5,sangat_positif,2025-10-27 09:26:10,0
Susah digunakan sekarang tidak seperti dulu,2,2,negatif,2024-12-13 07:37:21,0
cepat dalam pemesanan,5,5,sangat_positif,2025-10-22 15:17:55,0
Kagak bisa masuk njirr,4,4,positif,2025-04-01 18:09:10,0
"Bagus, segala sesuatu lebih mudah dengan adanya apl ini. Kedepannya mungkin akan lebih canggih dipermudah",4,4,positif,2025-02-02 16:47:53,0
"lengkap, ok gofood cpt, nya",5,5,sangat_positif,2025-10-05 11:24:11,0
"Dapet driver nyetir ugal-ugalan, dikasih bintang 2 malah ngancem",3,3,netral,2025-08-03 07:55:12,0
driver bike ramah...baik perjalanan... go pada maupun go car..jd nyaman di yg,4,4,positif,2025-10-24 08:20:30,0
"ada ga masalah tapi akun malah aja cs nya juga ga bisa bantu sama sekali. percuma diblokir, bikin laporan.",1,1,sangat_negatif,2025-11-20 09:15:09,1
potongan nya besar banget. sumpah kesian sama driver nya.,1,1,sangat_negatif,2025-11-18 10:26:35,2
mantap banyakin promonya,5,5,sangat_positif,2025-10-23 14:39:06,0
"5 iklan mulu yg skali yah di HP saya, Knp menit nongol iklan, lagi bales WA iklan",2,2,negatif,2024-12-25 05:28:29,0
mobilnya bersih.. harum... drivernya sopan,5,5,sangat_positif,2025-10-26 19:18:09,0
"tolong dong,, ko top up gopay saya gak masuk sampai sekarang udah 2 hari tetep gak ada masuk.. .. sebelah not good.. terlalu bertele tele.. apk yg sangat mengecewakan.. siap2 UNISTAL aja,, pindah ke siih gimana",1,1,sangat_negatif,2025-10-08 05:53:06,1
"Gofood nya lebih mahal biaya penangan dr pada harga makanan huuu , jd malas pake gofood",3,3,netral,2024-10-30 13:43:13,0
Mengemudijan motornya bagus dan rapih,5,5,sangat_positif,2025-11-12 22:50:49,0
"oke udh bener, aku kasih 5 bintang. Terima kasih perbaikannya",5,5,sangat_positif,2025-11-17 12:03:11,0
Lumayan makin mahal rate utk hrga tertentu,4,4,positif,2024-10-08 00:01:10,0
"makasih udh ada, gojek!!",5,5,sangat_positif,2025-09-22 13:04:08,0
Kenapa ujan deket giliran ngambilnya jauh jauh,3,3,netral,2024-11-11 16:25:14,0
"Perubahan harga mendadak, sangat tidak rekomended",3,3,netral,2025-08-19 16:04:34,1
"Kenapa 2x pesan gojek dengan driver orang yang Sama biasanya selalu beda orang,tolong mending setiap pesanan gojek dan lainnya harus beda driver jangan samain driver yg sebelumnya,jadi ngerii",3,3,netral,2025-07-17 13:24:07,0
Kok gojek sekarang lambat yaaa ngirim makanannya sempat mati kelaparan ini mah,3,3,netral,2025-01-05 22:45:23,0
tidak bisa login. tolong nomor yang di berikan sudah benner. padahal sistem lagi perbaiki nya.,2,2,negatif,2025-10-18 12:37:06,1
"Selebihnya si oke... Semoga kedepan ny lebih baik lagi n kemitraan nya jg lebih bisa saling menguntungkan untuk semua pihak,baik pak,driver, pengguna maupun penjual... Jd memudahkan semua nya",4,4,positif,2024-11-14 15:41:31,6
"pelayanan baik, memudahkan sarana kemana mana",5,5,sangat_positif,2025-09-28 01:29:11,0
Ini gopaylater gak bs d pake lg ya.. biasa beli alfagift bs bayar pake gopaylater ini skrg gak bs.. main lama makin payah aja.. pdhl gak pernah telat bayar,5,5,sangat_positif,2025-10-02 11:25:12,1
Gofoodnya mulai sepi voucher...,3,3,netral,2025-02-14 11:30:04,5
"jujur aplikasi ny sangat membantu,tetapi kadang ada orang yang melakukan transaksi di akun saya,saya sudah cek di bagian riwayat masuk hanya ada device saya yang tercantum,apakah itu bug atau semacamnya?",4,4,positif,2025-06-29 20:50:07,0
"jangan serakah sama driver, kasihan driver nya",4,4,positif,2025-07-28 19:58:18,0
"Mohon untuk pemilihan driver yang lokasinya dekat masih satu area dengan customer , jangan Disamping menunggu lama , kasihan driver yang lokasi dekat dengan customer jarang dapat orderan",3,3,netral,2024-11-05 20:19:31,0
trs menginstal gblk aplikasi anj,3,3,netral,2025-03-23 16:56:39,1
Diskom tidak maksimal.,4,4,positif,2025-08-09 18:43:50,0
sy cmn mau komplen sm driver krn ini. biasa driver lain kalau minta tolong nitip belikan air pasti dibntu klupun gk bisa pasti ngomong enak dibaca tpi gk belaku sm driver yg sy order ni udh gk dibntu pas antr mkn ngoceh lagi. alasn gk mau bntu hr gk diksh tip dan byr pake gopay. jujur sy selama minta tolong klu beli air ttp tak ksh tip pake masalah cash dan kedua sy byr pake ebangking dan sy tdk tau klh ebangking sy akan diterus ke gopay. kedua sbnr gk jd uang mau byr pake gopay atu cash,5,5,sangat_positif,2025-10-21 20:42:41,0
top banget lah untukk perjalanan,4,4,positif,2025-01-07 05:48:35,0
utk waktu jemput saat ini terlalu lama dan jarak driver jg jauh jd kasian driver,3,3,netral,2025-03-05 07:53:11,0
"aga ngeselin yah.. soalnya ada waktu itu dua tiga kali saya pesen gojek, saya dapetnya yang orangnya jauh dari saya padahal ada yang deket di disekitar saya, itu jadi memakan waktu yang lama",4,4,positif,2025-09-12 13:18:00,3
aplikasinya mantap selalu sesuai,4,4,positif,2025-11-04 13:22:09,0
"Kalau ketentuan Driver semua Gocar, bisa diterapkan kyk peraturan Bluebird,kurang lebih atau bahkan bisa jauh lebih bagus, Mulai dari Driver kendaraan Diseleksi Lebih baik, Dari Ketentuan dan Keamanan Kaca Kendaraan lebih baik, tidak boleh Gelap, Kebersihan Dan keterawatan nya dan sebagainya, Sampai saat ini setiap kali pakai gocar masih kadang dapet yang gak worth it dengan harga,amannya dan nyamannya. Kalau bisa di setiap perjalanan pakai gocar bisa selalu nyaman, aman Hemat untuk tau jalan",4,4,positif,2025-04-29 21:35:12,166
susah dapet driver cuman gara dapet bayar pake gara sejam nyari ga dapet gopay,3,3,netral,2025-03-08 17:40:15,0
Knp metode pembayarannya sudah kurang bisa lagi jika memakai apk dana,3,3,netral,2025-01-04 18:00:37,0
kenapa lambat antar makanannya sudah dri tdi pesan belum dapat² driver nya orang lapar disini menunggu,1,1,sangat_negatif,2025-11-10 02:24:05,1
penjemputan tepat waktu,4,4,positif,2025-05-24 23:38:59,0
Kesel kepencet saldo tiba tiba kepotong 20k karna GK sengaja pencet go plus anjrr kok GK ada perjanjian sebelumnya trus pas dia bngtt otomatis masukin sandinya kesel sumpeh deh,2,2,negatif,2024-12-17 21:52:56,0
gojek layanan sigap dan tepat waktu,5,5,sangat_positif,2025-11-05 08:33:13,0
G iyes verfikasi emil g masuk2,2,2,negatif,2025-01-11 15:25:03,0
"Pas lagi hujan walau cuman gerimis doang sulit banget dapet driver gojek, udah gitu jauh semua posisinya",2,2,negatif,2025-01-08 22:24:07,1
"tolong sama driver car nya jangan pilih2 order, sudah diterima data dimatiin tidak bisa dihubungi , cari rezeki ko milih2",2,2,negatif,2025-11-02 12:52:39,1
sombong mau supir gojeknya. terima hujan pada gak banget giliran orderan. kalau harga mahal mending bluebird.,2,2,negatif,2025-11-19 17:45:36,1
"gila tunggu driver hampir mau 1 jam lebih, tidak rekomendasi untuk orang yang laper di tengah malam , tolong perbaiki lagi dalam penelusuran pencarian driver nya jangan sampai 1 jam lebih!!",1,1,sangat_negatif,2025-11-09 03:07:15,1
"aplikasinya makin keren aja nih, gk pake kelamaan dapat driver cus tinggal nunggu aj",4,4,positif,2025-07-03 18:44:08,1
"pada nyaman, memang sekali-kali ada yang tidak menyenangkan lama nunggu tidak kasih alasan.",4,4,positif,2025-04-24 14:58:58,0
"udah ga kayak dulu fiturnya, mataduitan",1,1,sangat_negatif,2025-09-30 01:56:52,1
disappointed sangat sama aplikasi ini,1,1,sangat_negatif,2025-10-01 16:10:55,1
"aplikasi juga, tpi ongkir selangit, klo resto gede ongkirnya ga kira ampe 50k , pdhl ga jauh lokal bahkan bs melebihi dipesen yg harga",2,2,negatif,2025-04-03 18:19:52,0
"gocar sekarang belagu belagu minimal kalo ngga mau ambil orderan chat gtu kalo mau kita yg cancel atau dia yg cancel sendiri ini mah udh di tunggu lama, diem aja di petanya, chatnya juga gaada balesannya di baca juga ngga tolong di perbaiki ya, biar waktu kita ga kebuang banyak cuma karna nunggu kepastian para gocar soalnya kadang ga sekali pesen drivernya bgtu kadang pesenan kedua jga bgtu dan seterusnya jadinya saya kepepet jadi taksi 10 menit pun itu waktu berharga time its money!!",1,1,sangat_negatif,2025-08-24 19:55:08,16
aplikasi sering dipakai para dc untuk chat menteror dan ngirim orderan fiktif,1,1,sangat_negatif,2025-11-07 07:18:34,1
"sedikit masukan, tolong untuk voucher go food plus nya jangan 2x transaksi per hari dong, minimal naikin jadi 5 transaksi per hari",3,3,netral,2024-11-04 20:44:44,0
"sangat bermanfaat yang pasti, pelayanan. jangan lupa promo2 buat goride dan lainnya. terima kasih",5,5,sangat_positif,2025-09-29 16:34:53,0
"kenapa selalu dapat driver yg jauh padahal driver yg deket ada trs sekarang mau dapat driver pas hujan atau setelah hujan susahnya minta ampun deh!! pesen gocar pas ujan juga banyak driver yg gak mau, padahal tujuan pesen gocar pas ujan kan emang buat mempermudah costumer biar pulang gak kehujanan. tolong di perbaiki lahh",4,4,positif,2024-11-11 16:38:32,1
"aplikasi anjjnh, eror pas pentinh bangsat",1,1,sangat_negatif,2025-10-03 17:06:38,2
mudah cepat aman dan,4,4,positif,2025-05-06 19:07:04,0
"lagi ada masalah sama akun ku kek nya, mesen ojol 10 menit gak dapet dapet",2,2,negatif,2024-12-09 13:23:17,0
susah cari alamat baik tujuan ataupun titik jemput,3,3,netral,2025-04-22 07:05:39,0
gojek pinjem php doang,3,3,netral,2025-06-28 11:26:15,0
Klo ujan sistemnya jelek bgt susah nyari driver tlong diperbaiki,3,3,netral,2025-03-08 16:09:32,1
"susah cari driver yg paket hemat sebaiknya saja dari kalian,!! Katanya hemat tapi pas mau yg paket hemat itu selalu saja tidak dapat driver!!! HAPUS SAJA",4,4,positif,2024-10-09 10:01:28,3
"Sangat puas dengan layanan klo jek ngampang dan praktis dan aman sampai tujuan sekarang permasalahan ada beberapa titik dari ga sesuai titik go pesan makan atau mesan driver antar jemput sering banget keliru dan lebih parah lagi ga semua driver itu cerdik mau kerjasama dengan pelanggan, malahan ngotot pelanggan untuk jalan kaki keluar perumahan titik nya menuju titik yg tertuju yg ga sesuai titik dari pelanggan",3,3,netral,2025-08-30 04:42:21,42
"Mengutamakan keinginan, keamanan dan keselamatan pelanggan",5,5,sangat_positif,2025-09-23 10:11:26,0
"kalau setelah hujan, sulit mencari driver. kalau sudah ada driver yang mau jemput. suka Tiba-tiba batalin sepihak",4,4,positif,2025-10-24 17:03:46,1
gojek ini playanan nya lemot bangt ya. merbah kendaraan aja brapa hari juga Acc. Giliran nanti ada komplen kendaraan nya berbeda pasti menyalah kan ke mitra nya. padahal layanan mreka aja lambat.,1,1,sangat_negatif,2025-11-13 23:04:28,3
aplikasi yang baik untuk digunakan kemana saja berpergian kemana saja juga sangat mudah digunakan dan banyak promo yang berguna,5,5,sangat_positif,2025-10-20 17:26:50,1
"pesan gofood tapi gojek barengin 2 pembeli, jadinya punya sy telat dan kelamaan sampenya ,da ongkirnya mahal, trus dibarengin 2 pembeli pula, punya sy jadinya terakhir diantar dan lelet sampe dingin makanannya ,parah , mo untung gede tp customer dikorbanin",1,1,sangat_negatif,2025-11-19 10:05:35,1
saldo berkurang terus,2,2,negatif,2024-12-15 17:42:14,0
"joss, membantu sekali",4,4,positif,2025-06-16 11:32:41,0
Susah dapet drivernya,2,2,negatif,2024-11-16 23:41:31,0
Saya sudah beberapa kali membatalkan order karena lokasi driver terlalu jauh dari saya. Mohon sistem diperbaiki agar dapat driver yang lebih dekat,1,1,sangat_negatif,2025-11-08 08:10:01,1
Makin sering di gunain promonya makin pelit ..,3,3,netral,2024-12-15 19:09:06,1
bagus aj gitu buat gw,3,3,netral,2025-09-28 12:12:31,0
sangat simple. godjob,5,5,sangat_positif,2025-10-03 05:37:51,0
sejauh ini membantu sekali,4,4,positif,2025-10-02 17:14:57,0
"Sistem pembayaran banyak, Gak bisa Qris,dana,ovo dan via virtual lainnya Tolong tambahkan",2,2,negatif,2024-12-14 23:56:35,0
pkonnya sukaa apk sama gojek,5,5,sangat_positif,2025-10-21 16:33:18,0
Pelayanan bagus gojek nya cuman jadi masalah yg tukang jualnya kadang gak sesuai sama yg diminta sama yang datang padahal ini beli lo bukan meminta tolong diperhatikan lagi kalau sudah baik nanti saya ubah bintang nya,2,2,negatif,2025-02-12 10:50:03,0
