original_index,text,current_label,reason,confidence,pos_keywords,neg_keywords,suggested_label,notes
1550,sekarang gofood banyakan biaya printilannya biaya bungkus biaya penanganan biaya aplikasi jadi mahalan biayanya drpd harga makanannya main payah kalau goride dan gocar bagus krn mempermudah transportasi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
1582,semakin lambat semakin tidak enak menggunakannya padahal saya pengguna setia gojek sekrang harga bisa berubah ubah dari sebelumnyakalau lebih murah sih gapapad uda gitu aku dapat voucer gratis potongan potongan tapi tetep saja tidak bisa digunakan saya kira karena belum update ke versi baru ehh ternyata tidak juga pas uda di update malah dapat potongan cuma ya kalau boleh jujur sebagai mahasiswa kan pengennya harga murah gitu,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1597,menurut saya aplikasi ini membantu saya menjadi resseler selama saya pakai tidak ad masalah namun kadang agak staklag mungkin karena android saya namun jika bisa dibenari mohon di sempurnakan lagi saya gunakan aplikasi ini untuk berjualanresseler untuk fitur gopulsa tolong nominal saldo pulsa di tambah yang k di setiap kartu kalau bisa untuk fitur lainnya belom tau sekian,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
1599,pembayaran gopaypinjam lancar sampai lunas giliran mau pinjam lagi pas konfirmasi selalu muncul tampilan oops ada yang salah dan disuruh balik ke halaman utama gitu terus sampe budekk sudah kirim email tapi belum teratasi juga sampe sekarang malah laporan ditutup solusi tidak dikasih masalah juga tidak selesai anehh,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1626,awalnya nyaman pakai gojek sekarang tidak lagi pelit kasih voucher pakai mode hemat dimaki pengemudi padahal mode hemat di gojek biayanya masih lebih mahal ketimbang apk sebelah,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1680,sudah lebih dari kali lebih entah beli di alfagift beli reksa di bibit sudah pilih klik promosi waktu mau bayar dan ada keterangan cashback tapi cashback tidak pernah masuk aplikasi buruk,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1704,kecewa berat sih belanja tengah malam pake gomart karena ada voucher gratis ongkir pas sampe di lokasi ada beberapa barang yang tidak ada padahal di aplikasi masih ada stock nya kaya di sengaja gitu tidak diadain lalu secara tidak langsung biar voucher gratis ongkit dengan minimal belanja itu tidak kepake alhasil bayar ongkir bengkak wkwkwk sumpah licik tidak lagi lagi saya pake nih aplikasi titik paling kecewa banget ama aplikasi ini malem kalo tidak niat ngasih voucher gausah ngasih,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1733,sangat membantu mobilitas semoga uinya bisa lebih ditingkatkan supaya tidak cluttered selamat mergernya dengan tokopedia tempo hari semoga semakin memajukan karya anak bangsa t,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1758,semua nya bagus untuk aplikasi nya yang kurang hanya di ojek nya saja yang kadang jemput kelamaan di hubunggi tidak bisa dan sms cuma di baca kesel,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
1829,sangat membantu buat kami kaum berkebutuan qusus divable apalagi sekarang banyak promonya yaah klu tidak pinter nyiasati ya lama akan kalah saing dengan aplikasi transportasi yang ln,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
1853,sekarang kenapa cari drivernya agak lambat ya kadang sampai mnit tp kadang juga cepat cuma sering lamanya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
1883,tidak bisa bagus up di indomart yang muncul metode pembayarannya cuman bank jago dan lewat kartu kredit dari bank lainnya bikin ribet saja,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
1909,bagus terpercaya satu koreksi dari saya mohon ada pilihan tambah pesanan ketika pengemudi masih menuju restoran karena dengan begitu akan memudahkan bagi customet yang ingin tambah porsi dan tidak merugikan driver karena pengemudi sendiri masih dalam perjalanan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2012,buat manajemen gojek kalo laganan voucher emang diskon nya itu yang fair aza diskon rb tp dpt nya cuma rb kalo di hitng kami cuma dpt diskon rb loh pliz kita nih beli voucher juga bayar lo bukan gratis lagi pula hrga makanan juga uda di tambah jadi makasi sblm nya kalo di perbaiki karena jujur kecewa banget apalagi kami ini pekerja sapa sih tidak mau hemat dan tolong kalo tidak brani jgn buat promosi ya sorry kalo ada kata yang salah,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2067,masalah belum selesai main tutup aja bilangmya nanti di email sudah ganti bulan tidak ada email apa pun chat cs di twitter sudah seminggu tidak dibales telpon juga jawabnya cuma baik kak baik kak kalian makin kesini makin parah beda sama sebelah yang kalo komplain via apps saja gercep nanggapinnya kalian ada customer komplain sampe mau sebulan masih tidak ditanggapin wkwkwk inget inget saja kalo sebelah masih hidup promonya juga makin mantep kalian tuh butuh customer untuk tetap berjalan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2124,aplikasi sangat membantu hanya saran kalau bisa carikand pengemudi yang lebih dekat dengan titik penjemputan agar customer tidak menunggu lambat terima kasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2190,keseringan pengemudi tidak mau narik kl kejauhan ambil sendiri batalin sendiri sampai kali jadi habis waktu unt tunggu yang mau narik,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
2222,bagus tapi saat kalo go food sebagian tidak ada gambar jadi agak buruk milihnya kalo bisa semua pilihan ada gambar dipertingkatkan lagi ya gojek,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2226,sampai saat ini saya pake app ini masih aman aja semoga seterusnya tetap aman dan tidak ada kendala apapun atau bahkan sampe menerima kerugian,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
2320,oke aplikasi ini tidak terlalu ribet menggunakannya menunya jelas dan lengkap sangat membantu melakukan transaksi yang saya butuhkan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2358,pembayaran sih mudah tp tiap mau belanja di alfamart pagi bilangnya tidak bsa nunggu jam terus malem jam bilangnya sudah closing coba dong diperbaiki lagi gopaynya mau belanja mudah jadi ribet,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2390,minta tolong diaktifkan lagi untuk mode hemat gratis nya paling tidak seminggu sekali ini akan lebih menarik minat orang untuk pesan go food oh ya uadmin nya minta tolong di delete note batal salah pencet nya yaa agar tidak membuat bingung driver tolong dibantu ya min terima kasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2437,selama menggunakan aplikasi ini saya merasa sangat nyaman karena sikap drivernya pada ramah semua dan juga tidak pernah terjadi masalah dengan pesanan saya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2476,gojek aneh banget si dikasih promosi murah buat naik gocar ehh pengemudi nya minta batalin semua alasannya jauh padahal dekat cuma menit kalau tidak pake kode promosi banyak driver pengemudi nya nerima semua tolong dong gojek pengemudi nya di perhatikan lagi percuma dapat promo tapi tidak bisa di pakai drivernya minta batalin terus kalau mesan pakai promo,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
2606,mohon diperbaiki untuk bisa pesan ulang pesanan yang di batalkan jadi kita tidak harus menekan ulang dr awal pesanan tersebut cukup dengap pesan ulang atau reply,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2614,aku seringnya pake buat layanan go food sih karena untuk rekomendasi makanannya dia jago banget nampilin yang bagus dan variasi nya menarik ditambah voucher diskon yang gokil abis haha selalu jadi penyelamat untuk jajan bareng temen temen kantor sudah gitu untuk ui nya dia tidak berat tidak kaya apk kompetitor yang kalo ngeklik satu fitur saja lola abiss jadi bikin males gitu hope it continues to grow well gojek,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2615,bagus banget aplikasinya buat aku tidak ada masalah apa apa lagi kalao untuk pemesanan lambat karena jaringan aja tingkatin trs ya tim gojek localpride,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2701,mohon untuk di tindak lanjuti untuk perusahan gojek saya berlokasi di subang kalo pesen food di atas jam itu pesanan dapat pengemudi nya susah minta ampun tolong buka lagi pendaftaran untuk pengemudi baru agar customer tidak jera pake gojek di subang khusus nya pengemudi gojek itu sedikit mungkin kalo di ratakan lagi akan mendongkrak customer juga pasti balik lagi dari segi promosi sudah sangat menarik ayo tingkatkan lagi pelayanan customer untuk bisa pesan di jam malam tq,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
2752,sangat mudah bila di butuhkan langsung tidak repot tidak lambat menunggu driver dan pelayanannya memuaskan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2765,sejauh ini pengalamannya menarik dan menyenangkan menggunakan gojek sangat membantu di saat penting dan sedang tidak bisa melakukannya sendiri,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
2790,sekarang saya males pakai gojek tiba tiba akun gopay saya terblokir tanpa ada alasan yang jelas sudah berkali kali banding tapi selalu di tolak sangat mengecewakan lebih baik taruh uang kalian di e wallet yang lebih aman seperti dana atau ovo sekedar saran saja agar kalian tidak menyesal seperti saya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2797,promosi cashback tidak saya dapatkan padahal sudah memenuhi persyaratan yang ada tapi cashback tidak msk kecewa lah kalau sampai tidak ada kbr jg padahal saya sudah info cs gojek jgn kaget kalau rating nya menurun ya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
2856,sudah hari bagus up uang tidak masuk masuk sudah di email belum ada tanggapan juga bikin susah orang aja saya mau refund,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
2922,saya suka sekali pesan go food karena jadi tidak repot repot pergi keluar tapi kalau bisa ongkirnya jangan terlalu mahal,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3007,awalnya nyaman saja pakai gojek bertahun tapi kenapa semakin di upgrade malah voucher gofood gapernah dapet sekalipun dapet jadi susah di gabung tidak kayak sebelumnya maaf saya turunin rating nya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3029,bagus dan membantu untuk transportasi juga tidak pakai ribet,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3036,saya sudah lambat menggunakan gojek awalnya lancar aja pesanan selalu datang tepat waktu tapi hari ini hampir satu jam makanannya baru sampai padahal biasanya menit sudah sampai alasannya rantai motor putus pertanyaan saya apakah tidak ada aturan khusus dari perusahaan agar yang bekerja pakai apk gojek tidak ambil orderan jika memang ada kendala ini demi kenyamanan semua pihak pengguna thanks,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3065,layanan dari pak gojeknya baguss tapi ada beberapa yang bingung sama map dan tidak tau alamatnya semangat buat bapak dan ibu yang sudah mengantarkan kamimakanan kami semua sampai ketujuan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3140,sangat terbantu dengan gojek bisa semua nya transfer antar bank adm lebih murah bisa bayar semua tagihan lewat gopay sdh tahun pake gojek ok semua cuma tarif gocar agk lbh mahal di banding apk sebelah itu saja sih trus tidak ada sistem poin lagi cm voucer,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3159,saat mendapat promo contohnya penyelamat tanggal tua paylater tapi drivernya tidak bersedia maunya dibayar hari itu juga itu gimana terus untuk apa ada promosi penyelamat tanggal tua,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3216,sudah beberapa minggu ini server tidak akurat yang awal nya alamat tidak terbaca dll sampai yang memperhatinkan pada saat saya pesan food yang jelas jelas saldo gopay saya terpotong di aplikasi membayar tunai tolong lah perbaiki lagi manajemen gojek saya sudah tahun selalu setia menggunakan jasa gojek bilamana prihal ini tidak di tanggapi saya pindah ke kompetitor saja,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3315,semakin mengecewakan tidak seperti dulu lagi voucher banyak lah ini kebalik pake di beli yg dulunya pesan tw kali dpt voucher miris nyesal kalian pakai jasa gojek yang sekarang,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3334,gomart pake voucher diskon ongkir dengan min pembelian eh produknya ada yang kosong memang sih jumlah bayarnya dkurang produk yang gdaa tapi jadi tidak dpt diskon ongkirnya kan lumayan mahal lebih baik bnr free pake alfagift dpt point yang bisa dtukar jga ini dah ongkirnya lebih dr hrg produk flash sale jadi mls pesen gomart produk yang kosong di store ya mnaa tau yang mnaa ntr dkurang hrgnya jadi tidak dpt diskon ongkir lagi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3369,aplikasi ini bagus go shop bisa byar ditempat tpi lbih bgus lagi klo playanan go shop bisa sllu membawa uang dan bisa bayar meskipun hrga yang mahalkarna kseringan batal nnti dblok akunya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3392,saat pesen gofood selalu saja foto makanan nya tidak tampil jadi ingin memesan pun susah padahal sering di update app nya tapi tetap foto tidak tampil terus meskipun dalam keadaan bagus jaringannya,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3440,perjalanan lebih mudah gak ribet dijemput dianterin tidak perlu cape setir sendiri karena sudah ada drivers,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3469,saran saya apabila system it gojek bisa mohon riwayat pesanan goride gocar itu tersimpan dan bisa dipesan kembali di rute yang sama krn kendalanya pada saat saya keluar kota dan keluarga minta pesankan gojek goride gocar lewat aplikasi gojek di hp sy saya kesulitan cari alamat jemput atau tujuan harus lewat peta dan ini sangat susah men detek geser peta karena harus detail dan jarak jauh seperti kita pesan di aplikasi pesawat rute yang sama bisa dipesan lagi dengan cepat,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3491,tolong dong di buatin kotak kritik dan saran di aplikasinya saya pengguna aplikasi gojek kenapa memilih gojek karena cukup menarik atas pelayanan dan penawarannya tapi tolong jika pengguna membatalkan pesanan sudah kali karena permintaan drivernya alasannya restaurant cukup jauh dengan kondisi sedang hujan jangan sampe di bekuin juga akunnya lah kita cukup ngerti dengan kondisi driver tapi kenapa tidak untuk anda kepada para penggunanya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3545,selamat malam admin gojek saya mau kasih saran kepada perusahaan anda tolong di dalam indikator gofood itu tolong dikasih indikator atau tanda di pojok kanan atas pakai tulisan halal dan non halal soalnya banyak sekali makanan di gofood yang ada di sana tidak ada indikator atau tanda atau gambar atau logo halal dan non halalnya tolong dipertimbangkan saran saya ini terima kasih banyak,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3601,oke banget untuk keseluruhan cuma satu saran aja untuk pelayanan go food klo bisa rate untuk toko nya di tampilkan juga di halaman utama kasian mereka nyari bintang susah,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3659,saldo bagus up tidak masuk payahh,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3671,cukup bagus tapi boleh minta tolong misalnya kalo sudah pesan gojek atau gocar tapi tidak datang datang kelamaan langsung maksimal menit langsung ganti driver ok,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3687,mau tanya kalau kita nabung atau nyimmpen uang di gopay dan dsimpan dalam waktu lambat bisa tidak atau misalkan bagus up hari ini rb lalu baru digunain saldo gopay nya ribu tpi sudah bagus up lagi rb sehingga saldo terus ditambah tapi kbanyakan nya d simpen sampe jutaan bisa tidak,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3762,siip makin maju dan memudahkan sayang harga gofood seringkali lebih mahal daripada kalau kita beli di tempat belum lagi ongkos layanan dan biaya antar makin mahal alhasil harga makanan yang kita bayar makin memberatkan pelanggan dikasih diskon pun kadang masih lebih mahal tidak seperti awal awal gofood ada membantu banget diskon nya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3915,minta tolong dong untuk pihak gojek segera ditindak lanjuti permasalahan customernya termasuk saya ngisi pulsa lewat gopay diriwayat transaksi berhasil tapi pulsa belum masuk katanya suruh tanya ke pihak provider setelah tanya katanya tidak ada riwayat pembelian pulsa melalui gopay sama sekali saya benar merasa dirugikan saya tau nominalnya memang sedikit tapi ini masalah tanggung jawab dari gojek saya cuma meminta hak saya mohon segera ditindak lanjuti terima kasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
3951,kesulitan saat ingin memesankan diluar wilayah maka alamat selalu tidak ditemukan,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3980,go jek sangat membantu pekerjaan saya supaya tidak terlalu ribet segala hal tentang transportasi gojek lah andalannya good lah pokonya buat aplikasi ini,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
3995,berdasarkan pengalaman saya sendiri selama menggunakan ojol online drivernya byk yang kurang ajar tdk sopan kasar ugal ugalan serta suka melanggar aturan lalulintas menurunkan penumpang seenaknya tanpa sesuai titik lokasi tujuan penumpang suka mengatur penumpang memaksakan penumpang untuk menjumpai pengemudi karena pengemudi mls menjemput penumpang sesuai titik klo konsumen ato customer komplain tidak prnh ditanggapi tidak prnh direspon tidak sprt aplikasi grab lgsg cpt respon menelpon penumpang tny mslh,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4030,saya sudah membayar paylatter kenapa status tidak berubah dan ada denda keterlambatan padahal bayar sblm waktunya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4039,kelamaan kalau sudah hujan dan juga sekalinya dapat drivernya kejauhan aktivitas hari biasa juga tidak seindah bintang lima,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4047,saya sangat suka dengan aplikasi ini untuk upgred gopay plusnya sangat mudah tidak makan waktu lambat,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4109,klo mau coba cari tahu ongkir gojek dan gocar beda propinsi susah banget mesti cari titik mapnya padahal tidak ngerti tuh titik mapnya tidak bisa disearch ketik karena munculnya hanya lokasi sekitar kita aja padahal dibutuhkan banget untuk bikin plan budgeting pas mau keluar kota minta tolong donk,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4171,tahun lbih dri jman sekolah sampe kerja pakai aplikasi ini awalnya enak ya yang sring pesan kyk aku sllu dpt voucher rb bakhan lebih dan ongkirnya lumayan miring kalau sekarang ongkir jauh ma deket sama saja mahal dan sllu dapt voucher rb ma rb tapi banyak kan syg dpt cuman dipakai kalau bisa untuk vouchernya selalu dapat banyak saja semisal rb x atau x jadi tidak mubazir sama kalau abis pesan pakai gopay dptnya koin dikit banget tapi aku ttp suka pakai gojek untuk saat ini ku nilai dlu,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4197,selamat siang admin saya sudah berapa hari ini ingin upgrade gopay plus tapi tidak bisa tolong di permudah padahal saya sudah ngikutin ttep tidak bisa terima kasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4215,gopay sangat membantu dalam transaksi namun saat memperbaharui fiturnya menu transfer antar sesama gopay jadi tidak ada kecewa sekalii atau menu nya tersembunyii ya tolong dong fitur transfernya adain lagi,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4223,aplikasi ini sangat membantu kami namun saya sempat mengalami tersesat dijalan namun tidak membawa uang sepeser pun dan saldo gopay saya habis saya bingung untuk melakukan apapun dari pengalaman yang saya dapat bolehlah saya mengajukan sebuah saran bagaimana kalau gopay bisa dikirimkan ke sesama pengguna gojek karena kalau ini bisa dilakukan itu akan tambah membantu kami yang berada disituasi tersebut terimakasih,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4226,tolong dong gopay gausah di upgrade ke gopay plus segala yang mempersulit proses registrasi enakan kek dulu simple ini disuruh selfie berkali sudah jelas katanya buram giliran sudah jelas banget selfienya malah prosesnya lambat banget gatau bakal diterima atau ditolak kalo masih ditolak mending saya pake v saja sama dan kedua aplikasi itu sama sekali tidak pernah mempersulit proses registrasi foto buram dikit saja lgsg dikonfirmasi tidak kek gopay matanya rabun jadi nolak proses registrasi terus,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4277,ini kenapa ya akhir ini saya sering dapet cashback tapi tidak masuk saldonya berkurang sama saja padahal tulisannya selamat anda dapat cashback dan diliat di gopay coins jg gaada nol semua,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4340,ternyata enak ya nyebut jujur di awal kalimat pantesan temen temen aku pada suka jujur lama lama ku ikutan jujur di versi ini lum ada fitur baru masih disiapin sama anak anak kantor tapi jujur aku mau kamu tetep update ke versi ini karena walau tidak ada fitur baru aku tetep optimalin terus fungsi app lainnya biar selalu lancar pas kamu pake jadi jujur menurut aku kamu harus update hehe,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4364,mau bagus up terus pas masuk tidak bisa pilih metode pembayaran setelah update malah susah buat bagus up,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4470,sangat membantu saya dalam ber mobilisasi yang notabene tidak memiliki kendaraan tetap tapi tolong untuk gofood nya jgn mahal plis masa ya sudah kena adm ongkir makanan yang tadinya k adm ongkir bisa k sendiri,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4473,tidak terlalu baik tapi juga tidak buruk kok,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4531,saya tidak bisa kasih alamat lengkap di aplikasi alamat selalu tidak masuk di app malah masuk ke alamat tetangga itu merepotkan tolong di perbaiki,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4539,kenapa saya tidak pernah dpt voucher go ride gocar dan voucher gratis ongkir lagi padahal sering pake gojek voucher goride dan gocar tidak ada lg saya tidak pernah dpt lagi sekarang ini katanya saya sudah ada voucher goride tapi saya tidak pernah dpt voucher lg bagaimana sih gojek ini masak saya mau masukin kode promosi katanya kamu tidak memenuhi syarat utk promosi ini susah banget ya mau dapetin promosi go ride saja,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4563,gua kenapa jadi kesal lagi ya sama sistem go jek sekarang sebelum bagus up sudah mau pesen nih dari a ke c tarif rp k dengan metode pembayaran tunai voucher berlaku untuk all payment niat hati mau lebih praktis dong dengan cara bagus up saldo tapi yang ada apa harganya naik jadi k hah ini yang bikin gua ogah lagi bagus up saldo makin boros pengeluaran buruk,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4651,ntah kenapa rumah saya tidak bisa terdeteksi di gojek padahal rumah saya di ibukota provinsi dan di google maps itu jelas alamatnya tapi ketika kurir nya sudah sampe selalu nyasar dan tidak pernah yang bener bener sampe ke rumah sudah saya bantu jg pakai titik untuk menentukan rumah saya dan hasilnya malah ke gang sebelum rumah saya ini bagaimana sih gojek nya tolong di perbaiki lagi,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4652,ketika mager kita tinggal menggunakan aplikasi ini untuk memenuhi kebutuhan kita ditunggu sebentar dan tidak berapa lambat pesananpun datang bagus kan,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4698,barusan pesan trus pake pembayaran tambahan biar tidak telat tpi resto nya telat trus gofood seenaknya nukar jadwal keterlambatan hahaha lucu,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4709,aplikasi haram mau upgrade premium saja susah tidak smua kamera depan hp bagus kali klo ktp pas selfi hrus jelas banget brarti yang bisa upgrade cuma orang yang kameranya bagus hangdeh,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4745,apapun kebutuhannya ya go jek selalu di hati jangan instal klw hanya untuk opikorder fiktif kasihan ni lah driver pejuang keluarga semua pasti ada balasannya allah swt maha tau walaupun sistem tidak tau semoga allah swt mengampunin dosa kpd yang melakukan pesan fiktif amin bertobatlah sebelum terlambat,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4768,awalnya coba lama nyaman akhirnya susah pisah kan kalo sudah nyaman tinggal nunggu jadian,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4843,jarang sekali promosi untuk go send padahal banyak sekali pebisnis online ini lah yang membuat kami tidak terikat ingin pilih gojek grab sama saja sama bermanfaat namun tidak ada yang lebih spesial,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4903,setelah di update malah tidak bisa dipakai merasa dirugikan sudah beli voucher notif update tapi akhirnya tidak bisa dipakai send keluhan jg belum dibalas padahal voucher ada masa berlakunya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4931,mengapa tidak bisa menentukan sendiri vocer gofood mana yang ingin saya gunakan saya ingin mwngunakan vocer diskon namun tidak dapat memilihnya dan dipaksa untuk menggunakan vocer cashback di update makin buruk saja aplikasinya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
4935,jalankan m situasi tidak aman jalankan kendaraan melihat penumpang wanita khususnya dengan nyaman jangan asal ngebut dan cepat yang penting nyaman dan selamat,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
4940,saran saja selama ini kan pengemudi dan penumpang jarang komunikasi alangkah baiknya bisa komunikasi saat diperjalanan pihak gojek bikin inovasi di helm pengemudi atau penumpang dikasih microphone langsung tersambung dengan driver ada switch khusus di helm punumpang untuk mengaktifkan atau tidak kalo pada pengemudi selalu aktif,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
5004,aku sudah install gojek dari lamaa banget sudah favorit banget deh pokoknya tapi kenapa belakangan ini gojek ku gabisa dibuka ya padahal di playstore tidak ada notif update atau apa gitu hi developer tolongin aku dong,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5025,saya tidak sengaja pesan dan sudah sempat tekan pembatalan namun pesanan tetap berlanjut dan pembatalan tidak bisa dilakukan padahal saya sudah meminta bantuan chat consumer namun sama sekali tidak bisa membantu,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5110,buat custmr ini tolong banget klo ada makanan yang tidak sesuai dr yang dipesan tolonglah jgn komen untuk pengemudi apalagi sampai kasih bintang kalian tidak tau susahnya nyari order klo ada bintang kita langsung anyeb tolong dong pengertianya kita jg pengemudi hnya ambil orderan tidak mungkin kita buka bungkus makananya,positive,Labeled POSITIVE but has 2 negative keywords vs 0 positive,medium,0,2,,
5131,apliasi paling mudah dan tidak ribet klo pesen apa mantul dah pertahankan ya pt gojek indonesia,positive,Labeled POSITIVE but has 2 negative keywords vs 1 positive,medium,1,2,,
