index,text,old_label,new_label,confidence,reason
11934,assalamualaikum semua saya ingin merate app ini app gojek ini sangat ngelag karena pas saya pesan malah keluar dan tidak...,negative,positive,high,Strong positive (score:7.8)
11937,aplikasinya suka balik ke menu utama sendiri pada saat mau beri penilaian jadinya kasian untuk drivernya baru kepencet s...,negative,positive,high,Strong positive (score:5.0)
11939,kecewa bagus up saldo gamasuk transaksi berhasil tapi saldo kosong sudah lapor dan kirim bukti transfer tidak di respown,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
11945,terima kasih mitra gojek gopay sebagai walet yang telah membantu saya utk memudahkan transaksi keuangan semoga makin suk...,positive,neutral,medium,Neutral (score:-1.0)
11949,bagaimana si ini erorr saya mesen sekali pesanan lagi dijalan malah ada yang ke orderr lagi uda pake vocer pas turun mal...,positive,negative,medium,Negative (score:-3.2)
11955,harga makin mahal pengemudi di cekik,negative,positive,medium,Positive (score:2.0)
11960,lama mahal unt ongkos go food dan go send unt go ride masih oke,neutral,negative,medium,Negative (score:-2.0)
11967,aplikasi yang sangat sangat membantu dalam keperluan kami terima kasih go jek maju terus dan sukses selalu,positive,neutral,medium,Neutral (score:1.3)
11969,waktu nunggu gofood tidak pernah konsisten pake pengantaran regular lambat banget nunggunya,negative,positive,medium,Positive (score:2.6)
11975,kadang sk mengecewakan tapi kebanyakan sukanya sih suka dpt pengemudi yang agak jutek,neutral,negative,medium,Negative (score:-2.0)
11976,perilaku deriver sedikit kurang ramah dan tolong kedepannya bisa diarahkan lagi,negative,neutral,medium,Neutral (score:1.0)
11988,sangat membantu dan semuanya tepat waktu akan tetapi ada satu pengalaman saya di mana ketika saya mencancel gocar ada sa...,negative,neutral,high,"Mixed sentiment (pos:1, neg:2)"
11994,kalo bisa tidak usah kasih bintang apl makin tidak guna sinyal bagus kuota banyak pas mau daftar di bagian email di bila...,positive,negative,medium,Negative (score:-3.0)
11995,ggimana sih gomart baru kali ini pesenan kurang tolong jgn gitu dong alfamart lewisadeng saya kan bayar ko barangnya kur...,negative,positive,medium,Positive (score:2.0)
11996,aplikasi yang sangat buruk seenaknya blokir dan kunci dompet gopay padahal bukan buat tindakan pidana di minta bantuan m...,negative,positive,medium,Positive (score:3.9)
12003,mau ganti opsi pembayaran ke gopay biar dapet diskon eh malah tidak sengaja kepencet pesan trus detik itu juga mau batal...,positive,negative,medium,Negative (score:-2.6)
12005,awalnya sangat mudah dan sangat membantu disaat terdesak sukses selalu go pay,positive,neutral,medium,Neutral (score:-1.3)
12007,pihak gojek mohon untuk memperbaiki bug atau ini memang terjadi soalnya pas saya bagus up gopay bukannya nama saya kenap...,neutral,positive,medium,Positive (score:3.0)
12008,saya sangat kecewa sekali awal nya saya suka sekali dengan aplikasi ini tapi kemaren pas saya mau sekolah gojek nya mala...,negative,positive,high,Strong positive (score:8.0)
12009,pas beres ujan cari pengemudi susah dapetnya bukan pas ujan lho tapi selesai hujan padahal si doi ada di sepan mata tapi...,neutral,positive,medium,Positive (score:2.0)
12011,byk promo trus mapsnya sll tepat kl di apk lain suka buruk maps nya jadi sering slh paham ama abang drivernya,positive,neutral,medium,Neutral (score:-1.0)
12018,gojek bagaimana ya penanganannya lemot banget saya mau mengubah data nomor telepon lambat ke baru ribet banget prosesnya...,negative,neutral,high,"Mixed sentiment (pos:3, neg:3)"
12026,aplikasi gojek jadi fungsi utama buat aku sekarang mudah buat tranfer juga lumayan mudah dan murah ga pake ribet,positive,neutral,medium,Neutral (score:0.0)
12027,aplikasi yang sangat bagus tetapi saya menyarankan go jek juga menambahkan fitur selfie untuk para pengguna gojek agar m...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12039,selalu ada gangguan server bikin kesal kadang pindah lain ke tetangga yang lebih cepet tolong tingkat kan lagi kualitas ...,negative,positive,medium,Positive (score:3.0)
12043,agak kecewa si tiba akun tidak bisa buat apa usah laporan ke pusat bantuan eh katanya akun kena pelanggaran kebijakan he...,negative,positive,medium,Positive (score:2.0)
12058,terima kasih sudah membuat app ini dan sudah mengantar ke semua daerah dan juga pengemudi nyaman aman pokoknya gojek ter...,positive,neutral,medium,Neutral (score:1.0)
12064,aplikasi yang sangat membantu di banyak keperluan semoga ke depan semakin baik,positive,neutral,medium,Neutral (score:1.3)
12065,kecewa saldo saya hilang tiba padahal saldo saya masih lumayan bnyak dan saya tidak melakukan treansaksi apapu sudah hub...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12067,aplikasi yang sangat praktis efesien bagus mempermudah bertransaksi dan hemat waktu,positive,negative,high,Strong negative (score:-6.5)
12071,saya sangat kecewa banget sama gojekplaylater nya saya telat hari saja sudah di kena denda cara perhitungan bagaimana se...,negative,positive,high,Strong positive (score:4.8)
12081,tiap buka gofood selalu minta hidupkan lokasi gps padaha gps sudah hidup alhasil gofood tidak bisa dibuka mengecewakan,negative,positive,medium,Positive (score:3.0)
12095,voucher promosi makanan nya hanya di awal awal saja makin lambat pake nya makin tidak ada promosi nya,neutral,negative,medium,Negative (score:-2.0)
12107,maaf hari ini saya uninstall aplikasinya itu dikarenakan saya sudah tidak bisa melakukan bagus up saldo gopay dengan ala...,positive,negative,medium,Negative (score:-3.0)
12111,setiap login ada notif ya internet mati padahal buka semua aplikasi lancar coba di perbaiki lagi bugnya jangan malah dih...,neutral,positive,high,Strong positive (score:5.2)
12119,aplikasinya bagus tapi aku minta tolong buat aplikasi gojek kalau yang go food minta tolong yang aplikasi batal makanan ...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12136,saya memberi penilaian bintang buat gojegnya dan gopaylater by vinadiya untuk gopaylpinjam masih kecewa dengan promosi g...,positive,neutral,medium,Neutral (score:1.0)
12137,gojek sekarang kenapa sih terutama gofoodnya dulu bagus poll pdhl sekarang susah banget dapat pengemudi alhasil pesanan ...,negative,neutral,medium,Neutral (score:1.3)
12143,klo tidak ada kuota susah ya nge dounwload,negative,positive,medium,Positive (score:2.0)
12147,sangat membantu sbg salah satu pilihan aplikasi untuk sistem transportasi layanan belanja makanan dan pembayaran umum ya...,positive,negative,medium,Negative (score:-3.2)
12151,sebenernya langganan banget pake apk gojek tiap malem gofood lah tapi kenapa yaa nyadar gitu kenapa jadi mahal banget sk...,neutral,negative,medium,Negative (score:-2.6)
12155,trims tapi utk beli pulsa internet agak ribet utk orang tua spt saya ketika ngisi password nya,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12158,sangat membantu tolong kasih bonus yang lebih untuk para drivernya karena sudah bekerja sangat keras,positive,negative,medium,Negative (score:-2.6)
12159,terimakasih gojek karena mu banyak hal yang bisa saya lakukan dan banyak hal tersangka ringan tanpa harus pergi kemanapu...,positive,negative,medium,Negative (score:-3.0)
12173,sedikit saran sebaiknya pengemudi yang mdapatkan pesanan gofood diberikan prioritas dtempat yang ramai seperti antrian k...,neutral,negative,medium,Negative (score:-2.6)
12177,susah sekali buat upgrade gopay plus masa foto sudah jelas banget masih tidak bisa menyesal banget mau transfer kesodara...,negative,neutral,medium,Neutral (score:1.9)
12178,sudah upgrade k gopay plus tapi kenapa menu transfer bank tidak ada mana sudah bagus up banyak kena tipu gue duit tidak ...,negative,positive,medium,Positive (score:3.0)
12184,aplikasi yang baik dan sangat membantu dalam segala kegiatan dan aktivitas,positive,neutral,medium,Neutral (score:1.3)
12193,aplnya sangat mudah digunakan sangat berguna bs membantu pedagang makanan berjualan go food perjalanan dengan go ride go...,positive,negative,high,Strong negative (score:-5.2)
12198,akhir ini tidak bisa bagus up via indomaret karena pd saat pilih metode pembayaran tidak ada opsi indomaretnya,positive,negative,medium,Negative (score:-3.0)
12208,bintang dulu yak soalnya makin ke sini koq ongkir makin mahal tambah biaya aplikasi dll pdhl sebenarnya sangat membantu,neutral,negative,high,Strong negative (score:-5.2)
12213,saya ada kirim laporan saldo gopay saya di akun yang satunya msh ada dan nomor hpnya sudah tidak aktif lagi minta pindah...,positive,negative,medium,Negative (score:-2.0)
12215,sangat membantu dan mudah mencari kendaraan utk bepergian savety ekonomis and practise,positive,negative,high,Strong negative (score:-5.2)
12216,lumayan lah yaa walau kdng ketemu sama pengemudi yang songong dn ugaln cukup membantu tapi knpa yaa di aplikasi punya ad...,neutral,negative,high,Strong negative (score:-4.0)
12217,belakangan susah dapat pengemudi di atas jam untuk goride kalau gofood cepat dapatnya tolong dibenahi area bandar lampun...,neutral,positive,high,Strong positive (score:4.0)
12222,makin di perbarui malah bermasalah saya sudah memesan go send sudah jam tidak ada pengemudi sudah gitu tidak bisa di bat...,negative,positive,medium,Positive (score:2.0)
12229,sangat senang mudah tapi tarifnya agak mahal,positive,negative,high,Strong negative (score:-5.2)
12230,bisa bisa nya sudah nunggu lambat pesanan gofood malah sistem batalin tiba sangat mengecewakan,negative,neutral,medium,Neutral (score:1.3)
12243,promosi bagus up game masak buat pengguna baru muluk buat pengguna lambat atau setia jarang heran pengguna baru muluk ya...,negative,neutral,medium,Neutral (score:-1.0)
12244,suka banget dengan semua fitur terbaru dari go jek sangat mudah aman dan untung,positive,neutral,medium,Neutral (score:0.0)
12257,maaf kpada perusahaan gojek kenapa ya tadi saya baru psan go car kenapa ada yang tidak nyaman soal ny saya psan datang n...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12266,saya tidak dapat melakukan pembatalan pemesanan bahkan tidak diberi waktu sedikitpun untuk melakukannya ketika pembeli i...,negative,neutral,medium,Neutral (score:1.6)
12270,kenapa gojek sekarang selalu tidak memuaskan,neutral,negative,medium,Negative (score:-3.0)
12272,sangat membantu ketika mau bepergian ada gocar dan goride,positive,negative,medium,Negative (score:-2.6)
12273,sekarang menjadi sering eror dan sulit pas lagi mau tarik tunaiisi pulsatransfer lebih mudah yang versi lambat tampa gan...,negative,neutral,medium,Neutral (score:0.0)
12275,mohon aplikasi nya bisa di pindahkan ke memori external karena lumayan besar kapasitas aplikasi ini,neutral,positive,medium,Positive (score:2.0)
12278,aplikasi yang sangat banyak membantu dalam berbagai keperluan tinggal bagaimana kita memanfaatkannya aja tolong terus ti...,positive,negative,medium,Negative (score:-2.6)
12280,maaf saya kasih bintang kenapa di hp saya sering ngelag ya aplikasinya device poco m pro g,neutral,negative,medium,Negative (score:-2.0)
12292,aplikasi yang sangat membantu karena saya dari luar pulau bisa memesan taxi buat orang tua di surabaya cuma kalo bisa di...,positive,negative,medium,Negative (score:-2.6)
12293,dari kemaren mau ngajuin pemulihan akun gagal terus aneh dan gajelas,negative,positive,medium,Positive (score:3.0)
12294,tidak bisa memuat lokasilah padahal sinyal bangus apk laim juga lancar tapi cmn ini saja yang tidak bisa sedih sih padah...,positive,negative,medium,Negative (score:-2.0)
12295,aplikasi yang bagus sangat membantu,positive,neutral,medium,Neutral (score:1.3)
12296,saya tidak tidak tahu apakah ini kebijakan management gojek semenjak pengemudi menerima biaya ongkir murah sekarang suli...,negative,positive,medium,Positive (score:3.0)
12297,sangat membantu tapi kekurangan sekarang dpt pengemudi jauh ada bbrp pengemudi yang tak menanggapi wkt dpt pesan tnpa ko...,positive,negative,medium,Negative (score:-3.9)
12301,gopay nya sering hilang internet padahal internet saya bagus,neutral,positive,medium,Positive (score:3.0)
12307,alhamdulillah upgradenya cuman bebrapa menit terima kasih untuk pihak aplikasi gojek sangat bagus dan sangat membantu,positive,negative,high,Strong negative (score:-6.5)
12309,sekarang ada biaya tambahan selain ongkir makin buruk kalo pesen online lebih baik klo jarak tidak jauh amat beli langsu...,negative,neutral,medium,Neutral (score:0.0)
12316,sangat kesal saat mau memesan go food selalu ada pesan mohon maaf pesanan anda tidak dapat di proses terus sudah coba tu...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12322,mau batal gofood ko gabisa katanya ada bantuan tapi dimintain bantuin malah gabisa hoaxx kecewa sama gofood,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12324,ongkir go food sekarang lebih mahal udah harga makanan lebih nya banyak ongkir nya juga malah tambah mahal,negative,neutral,medium,Neutral (score:0.0)
12326,tidak ada kata yang pas selain sudah jelas sangat membantu masyarakat luas harapannya tiap review ttg hal kekurangan yan...,positive,negative,medium,Negative (score:-2.6)
12329,drivernya sangat ramah dan baik walaupun ada bbrp yang jutek dan tidak mau diminta tolong kalo ada yang urgent seperti m...,positive,negative,high,Strong negative (score:-6.5)
12331,sudah mantap saran ditambhi fitur ttg spd driver jadi cust bisa milih utk batal or lanjut karena terkadang berharap dapa...,positive,neutral,medium,Neutral (score:1.0)
12339,agak butuh waktu lambat proses pemulihannya kalau lupa password pernah mau bayar teman bus sampai lambat tunggu tidak bi...,negative,neutral,medium,Neutral (score:-1.0)
12345,kalo bisa tambahin lagi buat bagus up uc pubgm min sayang kalo tidak ada bagus up kaya gituan,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12354,mantap untuk pengemudi gojek di ambon tolong diajari peta dan lokasi ketika di order waktu jemput koq malah tidak tahu l...,negative,positive,medium,Positive (score:3.0)
12363,baru kali ini pengen ngasi ulasan ke aplikasi bener attitude pengemudi nya tidak patut di kasi bintang saya sangat kecew...,negative,positive,high,Strong positive (score:7.8)
12379,kenapa gojek sekarang pelit promoo kalah sama aplikasi sebelah banyak promonya ini satu saja tidak ada sekali pun padaha...,neutral,positive,medium,Positive (score:2.6)
12382,psen makan pake gofood kdg sangat mengecewakan makanannya tidak enak harga sangat mahal padahal kalo langsung ke warungn...,negative,positive,high,Strong positive (score:7.8)
12390,aplikasi bagus sangat membantu,positive,neutral,medium,Neutral (score:1.3)
12396,sangat mengecewakan akun gopay adek saya diblokir sudah dihubungi via email berkali kali tapi yang menjawab cm operator ...,negative,positive,medium,Positive (score:3.9)
12406,pengambilan pesanan terkadang sangat lambat dan terlalu jauh dari lokasi,negative,positive,medium,Positive (score:2.6)
12414,terus terang pembaruan demi pembaruannya bikin pake gojek nya jadi tidak enak risih terlalu ribet dan yang jelas jadi le...,neutral,negative,high,Strong negative (score:-5.2)
12442,bagus sangat membantu dalam transportasi publik,positive,neutral,medium,Neutral (score:1.3)
12447,gofood nya parah cuaca tidak hujan tapi susah cari driver pesan dr jam wib harus nunggu sampai jam wib yang ke dua terny...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12456,sangat membantu menghemat waktu drpd kita mengirim mengambil barang sendiri,positive,negative,medium,Negative (score:-2.6)
12457,sudah ckup membantu cma saya kesulitan untuk upgrade gopay karena selalu ditolak mulu,neutral,positive,medium,Positive (score:2.0)
12460,cinta banget sama gojek sebulan bisa ngisi gopay rban tapi tidak pernah dapet promosi go ride akutu sedih tarifnya jg ma...,neutral,negative,medium,Negative (score:-2.6)
12466,sangat puas sekali dgan aplikasi ini smpai sekarang belum ada masalah smaa sekali semog nanti tidak ada msalah sama apli...,positive,negative,high,Strong negative (score:-4.8)
12467,baik dan sangat membantu,positive,neutral,medium,Neutral (score:1.3)
12468,sekarang gojek ngk bisa mantau pengemudi yang ambil pesanan kecuali pesanan uda di ambil sama pengemudi baru bisa di pan...,neutral,negative,medium,Negative (score:-2.0)
12476,kenapa uda berapa kali aplikasi nya tidak bisa chat sama pengemudi ya tiba hilang saja chat nya pesan sih jalan untung d...,negative,positive,medium,Positive (score:3.0)
12481,penggunaan aplikasinya sangat mudah dan gampang dan sangat membantu,positive,negative,high,Strong negative (score:-6.5)
12518,kadang suka tiba ke pesan gitu dan tidak bisa di batal kan saran sebelum pesanan fix di pesan baiknya ada pemberitahuank...,neutral,positive,medium,Positive (score:3.0)
12519,sekarang voucher gofood sudah tidak bisa digabung padahal salah satu keunggulan gojek yang paling berguna itu bagiku sih...,positive,neutral,medium,Neutral (score:1.3)
12525,halo pt aplikasi karya anak bangsa saya pengguna sekaligus mitra resto hanya mau memberitahu bahwa sekarang susah untuk ...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12533,aplikasi yang sangat bermanfaat mudah digunakan lengkap fiturnya terimakasih gojek,positive,negative,medium,Negative (score:-2.6)
12537,hanya saran harus nya di fitur chat saat pesan di tambah fitur kamerabuat foto jadi tidak kebingungan kalo ketemu pengem...,negative,positive,medium,Positive (score:2.0)
12540,masih ada pengemudi yang keberatan dengan tarif yang sudah ada di aplikasi terlalu murah mohon untuk diperhatikan go jek...,positive,negative,medium,Negative (score:-3.9)
12548,maff kenapa tidak bisa gagal dan gagall terus nerima bisa kirim tidak bisa sudah poto beberapa kali ko alsan id sudah pe...,negative,neutral,medium,Neutral (score:0.0)
12550,sangat tertarik pengemudi baik terima kasih pak sudah antar kami,positive,negative,medium,Negative (score:-3.9)
12553,tidak bisa masuk tidak ada kode otp yang dikirim tolong tanggapannya sudah tlp operator tetap tidak bisa membantu,positive,negative,medium,Negative (score:-2.0)
12558,semoga makin enteng aplikasi nya ui nya lebih mudah di gunakan org yang tidak biasa gunakan apps gojek dan semoga semaki...,positive,neutral,medium,Neutral (score:0.0)
12562,map suka eror pengemudi dimana map dimana bikin cs dan pengemudi miss kom,neutral,positive,medium,Positive (score:2.0)
12566,untuk paylater nya terlalu lma untuk mereview akun yang notabenya pembayaran lancar percuma saldo banyak klo tidak bisa ...,neutral,positive,medium,Positive (score:2.0)
12567,saya sangat suka dengan aplikasi ini tapi kadang kadang gojek nya datang nya agak telat,neutral,negative,medium,Negative (score:-3.9)
12568,aplikasi yang sangat membantu apalagi dalam keadaan yang sekarang ini sangat membantu sekali aman dan nyaman sangat puas...,positive,negative,high,Strong negative (score:-8.0)
12572,bagus up tidak masuk setiap hari harus telepon ke call center menghabiskan pulsa di puter tidak jelas hanya suruh menung...,negative,positive,medium,Positive (score:3.0)
12576,saya merasa makin hari harga nya mahal kurang pas pas buat di kantong anak sekolah dan sangat susah untuk mendapat penge...,negative,positive,high,Strong positive (score:6.5)
12585,loginnya gabisa udah dicoba masuk loadingnya super lambat hampir sejam nunggu loadnya bahkan mau masuk lewat facebook pu...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
12586,sangat ramah dan terpercaya nyaman untuk bepergian sana sini untuk yang tidak mempunyai kendaraanyg tidak bisa berkendar...,positive,neutral,medium,Neutral (score:0.0)
12596,dulu saya menggunakan aplikasi grab sudah tahun tapi semenjak diperbarui aplikasinya lambat maps saya juga loadingnya la...,negative,positive,medium,Positive (score:2.0)
12600,saya memakai gojek dr pertama kali datang ke kota saya dan sampai saat ini hari ini saya belum pernah menukarkan poin sa...,negative,positive,high,Strong positive (score:9.6)
12611,tolong donk disediakan menu tersendiri untuk promo karena di aplikasi yang sekarang untuj mengakses promosi itu susah se...,neutral,positive,high,Strong positive (score:5.2)
12613,menjengkelkan banget kalo suka asal main dipasang saja itu gopay coin saya jadi gabisa ganti tujuan mana kalo sudah naik...,negative,positive,high,Strong positive (score:6.4)
12615,mahal ongkir nya dari pada pesanan nya dn pesanan juga mahal,negative,neutral,medium,Neutral (score:0.0)
12616,sangat mudah untuk menemukan dimanapun dan kemanapun oh stu lagi banyak promosi yang sangat membntu jadi tidak merasa ka...,positive,negative,medium,Negative (score:-2.6)
12617,untuk apk nya sendiri sangat bagus dan direkomendasikan tapi sebaiknya di bagian bantuan dan layanan harus tertera lebih...,positive,negative,medium,Negative (score:-3.9)
12625,aplikasi nya semakin tidak jelas padahal sudah pesan sesuai lokasi maps nya malah ngawur pemilihan jalan di maps nya jug...,negative,positive,high,Strong positive (score:6.5)
12631,sangat cepat pas waktu upgrade gopay ke gopay plus tidak nunggu waktu lambat,positive,neutral,medium,Neutral (score:0.0)
12637,baru kali ini saya mau pesen goride pas dichat ditanya posisi dimana malah dibales diatas bumi kak hahaha oke boleh berc...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
12641,sangat membantu ditingkatkan lagi ya pelayanannya dan lebih banyakin promonya hehee,positive,negative,medium,Negative (score:-2.6)
12643,pake gojek plus kirain bakal dapet potongan padahal sama bae malahan kaya lebih mahal harga dimahalin biar keliatan kepo...,negative,neutral,medium,Neutral (score:0.0)
12647,pengemudi kebanyakan cancel dan tidak terlalu ramah saya kan tidak tau kalau bisa titip penurunan penumpang mana pengemu...,neutral,negative,high,Strong negative (score:-5.0)
12653,keren drivernya on time dan pengantaran barang sesuai lokasi,positive,neutral,medium,Neutral (score:1.0)
12662,tolong ya diperbaiki lagi koordinat nya saya sesuaikan dengan peta tapi keganti pas dipesan jadinya saya harus jalan jau...,neutral,negative,medium,Negative (score:-2.0)
12666,dulu saya suka sekali dengan aplikasi gojek bahkan kalau ada bintang saya akan kasih tapi kedepanya saya sangat kecewa s...,negative,positive,high,Strong positive (score:8.0)
12674,sudah suka banget pke gojek tapi kenapa sekarang tidak bisa pke voucher sihh jadi mahal kan kalo mau pesen go food,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12679,sangat bagus karena kita tidak perlu pergi untuk membeli makanan jauh jauh hanya tinggal klik makanan bisa langsung samp...,positive,negative,medium,Negative (score:-3.9)
12680,sangat baik dan lengkap apalagi dalam transaksi gopay nya sangat membantu,positive,negative,high,Strong negative (score:-6.5)
12686,harga gofood goride dan gocar makin lambat makin naik sebaiknya diturunkan lagi harganya agar pelanggan tidak banyak ke ...,neutral,negative,medium,Negative (score:-2.0)
12687,penanganan untuk masalah pengemudi sangat lambat banget untuk kendala akun car yang dulu ikut vendor untuk resign sangat...,negative,positive,high,Strong positive (score:6.4)
12690,suka gojek dan drivernya yang tidak suka adalah suka minta up date padahal waktu dalam pemesanan tiba minta up date dan ...,positive,negative,medium,Negative (score:-2.0)
12695,aplikasi ini sangat bagus sangat membantu tranportasi mau pun pesan makanan cuma sayang kadang kita mau kasi bintang ke ...,positive,negative,high,Strong negative (score:-6.5)
12698,kami mengalami kebingungan dalam menjalankan aplikasi apalagi kake sya dan orang tua untuk menjalankannya sepertinya upd...,positive,neutral,medium,Neutral (score:-1.0)
12707,saya atas nama jurawal m mustapa ingin menyampaikan bahwa aplikasi ini sangat berguna bagi saya terutama di bidang trans...,positive,neutral,medium,Neutral (score:0.0)
12710,lumayan banyak promo tapi sayang kadang kalau promonya murah jarang di ambil sama pengemudi nya dan susah cari pengemudi...,neutral,negative,medium,Negative (score:-2.6)
12721,saya sangat kecewa saya sudah bagus up saldo gopay melalui mobilebanking di mobile banking sudah masuk sementara saldo g...,negative,positive,medium,Positive (score:3.9)
12722,aplikasi gojek simpel tapi lengkap semua kebutuhan ada aplikasinya juga ringan no lelet selalu ada promo cs juga respon ...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12726,sudah pengajuan pengembalian dana sudah hampir hari tidak kembali dan di tlp tidak bisa di email juga tidak bisa sangat ...,negative,positive,medium,Positive (score:3.9)
12731,sangat membantu walaupun kwalitas makanan jk warung masih baru spekulatif sekali,positive,negative,medium,Negative (score:-3.2)
12739,sangat mudah dan sangat cepat penaganannya bnyk aplikasi yang bermanfaat,positive,negative,high,Strong negative (score:-5.2)
12751,bagus lah cuma jaringan kadang suka tidak stabil pernah juga pas pesan gocar jadi double pesan karena jaringan buruk,negative,positive,high,Strong positive (score:4.0)
12753,saya menggunakan aplikasi ini untuk memudahkan saya untuk melakukan transfer via online aplikasi ini sangat bagus dan mu...,positive,negative,medium,Negative (score:-3.9)
12758,tolong semua pengemudi nya lebih sopan lagi waktu itu saya pesen kebab monster dan saya sudah bilang bapak nya untuk ngi...,neutral,negative,medium,Negative (score:-3.9)
12762,minta update tpi tidak bisa terinstal dengan baik keluar mulu tiba pdhal ruang hp nya masih bnyk knpa begini sii skrang ...,positive,negative,medium,Negative (score:-3.0)
12774,sangat bagus dan sangat membantu terutama untuk yang tidak ada kendaraan angkot sangat membantu baget,positive,negative,high,Strong negative (score:-9.1)
12775,apk sudah bagus tapi sangat disayangkan ketika saya masih ada tagihan di gopaylater akun saya tidak dpt masuk dikarenaka...,neutral,positive,medium,Positive (score:3.9)
12778,aplikasinya bagus tapi drivernya sulit didapat ini karena mereka yang di gojek lbh mmbuka ke grabbike alasannya konsumen...,neutral,positive,medium,Positive (score:3.0)
12780,gojek aplikasi yang sangat membantu trus suka banget soalnya bnyak promonya tapi kenapa sekarang tidak ad promosi lagi k...,positive,neutral,high,"Mixed sentiment (pos:1, neg:2)"
12784,sudah langganan tapi kalau sudah lambat diskon nya jadi jarang,positive,negative,medium,Negative (score:-2.0)
12789,kenapa saya daftar gopay plus tidak bisa di notifikasi nya tertera id sudah terdaftar tapi saya belom pernah daftar sama...,negative,neutral,medium,Neutral (score:-1.3)
12793,terkadang mapnya suka kacau tidak tepat di titik lokasi penjemputan pdhal hp tidak kmana,neutral,positive,medium,Positive (score:2.0)
12795,tadinya saya suka banget sama aplikasi ini banyak bantu saya see tapi gara saya isi saldo melalui bank dan saldonya tida...,neutral,positive,high,Strong positive (score:8.0)
12796,cukup memuaskan pelayanannya,neutral,positive,medium,Positive (score:3.0)
12799,apa apaan sinyal internet lancar gini buat pesan gabisa cuma loading terus dibagian menu sekarang dah bisa tapi gambling...,neutral,positive,high,Strong positive (score:4.0)
12800,ditambahin menu chat sama customer service dong biar enak kalau komplain bisa langsung chat dan banyak mitra go food di ...,positive,negative,high,Strong negative (score:-6.0)
12806,gps sering banget ngawur terutama di kota kecil sungguh sangat merepotkan selain itu go pay sudah tidak praktis lagi pro...,negative,neutral,medium,Neutral (score:-1.9)
12807,dapet voucher go car untuk x perjalanan sebelumnya jg gitu dpt voucher go ride tapi mau dipake vouchernya harus update a...,positive,neutral,medium,Neutral (score:1.3)
12809,tolong bilang keseluruh team penagihan nya tidak usah lah hubungi orang lain yang bukan pinjam layanan gopay pinjam nya ...,negative,positive,high,Strong positive (score:4.8)
12821,ada fitur gopay pinjam limit sudah lumayan tapi tidak bisa d cairkan gara masalah vermuk tolong jangan ampe tahun juga d...,neutral,positive,medium,Positive (score:2.0)
12823,aku turunkan ratingnya jadi bintang karena kecewa sama gopay mau isi pulsa telkomsel tidak ada pulsa ribu dan ribu tapi ...,neutral,negative,medium,Negative (score:-3.9)
12828,lumayan sangat membantu dan aku baru coba dua kali pake dan aku kasih bintang dulu soal nya aku masih belajar pake aplik...,positive,neutral,medium,Neutral (score:0.0)
12832,sangat mengecewakan isi token listrik pakai gopay tapi nomor meteran smpai saat ini tidak dikirim saldo sudah dipotong d...,negative,positive,medium,Positive (score:3.9)
12841,aplikasi gojek sekarang terdepan karena upgrade nya sangat cepat hanya butuh menit langsung ter upgrade,positive,negative,medium,Negative (score:-2.6)
12850,sangat mudah dan asik di manapun dan jam berapapun bisa,positive,negative,medium,Negative (score:-3.9)
12855,lumayan ada perubahan,neutral,positive,medium,Positive (score:2.0)
12856,saya menggunakan gojek utk dompet digital sudah sejak beberapa tahun lalu dan sudah upgrade ke gopay plus sudah atau tah...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
12857,maaf ya bintangnya dkurangi cos biasanya saya bisa gunain di ramayana plaza andalas padang tapi sekarang tidak bisa lagi...,positive,neutral,medium,Neutral (score:1.0)
12860,sangat membantu karena setiap hari saya pake layanan goride gofood apalagi kalo ada promosi setiap hari saya sangat bers...,positive,negative,high,Strong negative (score:-8.0)
12879,poin gojek nya sudah ngak ada payah padahal dulu ada poin nya suka mainin tokennya tapi sekarang sudah ngak ada lagi,neutral,positive,high,Strong positive (score:5.0)
12885,aplikasi anak bangsa yang sangat membantu,positive,negative,medium,Negative (score:-2.6)
12889,saya sudah lambat memakai apk ini ini sangat membantu saya dan sangat berterimakasih sekali untuk ini semoga go pinjam s...,positive,negative,high,Strong negative (score:-6.4)
12890,smoga truss berkembang dan sangat mudah di akses semua kalangan,positive,negative,medium,Negative (score:-2.6)
12892,tolong di respon untuk upgrade ke gopay plusnya sdh ngirim data email tetap saja tidak ada perubahan bagaimana custamer ...,positive,negative,medium,Negative (score:-3.0)
